chamado_id,cliente_id,data_abertura,duracao_min,categoria,resolvido
CHA-00946,CLI-0221,2026-05-26,214,instalação,true
CHA-00947,CLI-0221,2026-06-23,23,equipamento,true
CHA-00948,CLI-0221,2025-07-17,217,financeiro,true
CHA-00949,CLI-0221,2025-10-04,207,equipamento,true
CHA-00950,CLI-0221,2025-09-25,224,instalação,true
CHA-00951,CLI-0221,2025-12-27,136,conexão,true
CHA-00952,CLI-0221,2025-12-10,56,conexão,true
CHA-00953,CLI-0221,2025-08-31,152,equipamento,true
CHA-00954,CLI-0223,2026-01-03,84,instalação,true
CHA-00955,CLI-0223,2026-07-14,87,equipamento,true
CHA-00956,CLI-0223,2026-03-17,181,financeiro,true
CHA-00957,CLI-0223,2025-06-21,130,equipamento,true
CHA-00958,CLI-0223,2025-09-02,65,instalação,true
CHA-00959,CLI-0223,2025-11-27,136,conexão,false
CHA-00960,CLI-0223,2025-12-27,184,conexão,true
CHA-00961,CLI-0224,2025-11-09,159,instalação,true
CHA-00962,CLI-0224,2026-04-16,89,financeiro,true
CHA-00963,CLI-0224,2025-07-31,217,equipamento,true
CHA-00964,CLI-0224,2025-12-31,50,financeiro,true
CHA-00965,CLI-0224,2026-07-30,84,financeiro,true
CHA-00966,CLI-0224,2026-06-14,142,equipamento,true
CHA-00967,CLI-0224,2026-07-01,164,equipamento,true
CHA-00968,CLI-0224,2026-06-28,94,financeiro,true
CHA-00969,CLI-0225,2026-04-13,28,financeiro,true
CHA-00970,CLI-0225,2025-12-01,228,conexão,true
CHA-00971,CLI-0225,2026-07-06,40,equipamento,true
CHA-00972,CLI-0225,2025-12-03,88,instalação,true
CHA-00973,CLI-0225,2026-06-02,66,equipamento,true
CHA-00974,CLI-0225,2026-01-16,185,equipamento,true
CHA-00975,CLI-0226,2025-11-05,54,conexão,true
CHA-00976,CLI-0226,2026-02-14,29,instalação,false
CHA-00977,CLI-0226,2025-11-17,240,conexão,true
CHA-00978,CLI-0226,2026-07-15,170,instalação,true
CHA-00979,CLI-0227,2025-09-21,193,conexão,true
CHA-00980,CLI-0227,2025-08-22,222,instalação,true
CHA-00981,CLI-0227,2026-05-07,236,instalação,true
CHA-00982,CLI-0227,2025-08-26,108,equipamento,true
CHA-00983,CLI-0227,2025-08-24,20,conexão,true
CHA-00984,CLI-0227,2025-07-08,133,financeiro,true
CHA-00985,CLI-0228,2025-07-24,27,financeiro,true
CHA-00986,CLI-0228,2025-09-15,10,financeiro,true
CHA-00987,CLI-0228,2026-04-12,168,instalação,true
CHA-00988,CLI-0229,2025-09-12,180,financeiro,true
CHA-00989,CLI-0229,2025-10-06,103,financeiro,true
CHA-00990,CLI-0230,2025-09-04,236,conexão,true
CHA-00991,CLI-0230,2026-01-30,83,financeiro,true
CHA-00992,CLI-0230,2026-04-28,197,conexão,true
CHA-00993,CLI-0230,2025-09-20,121,equipamento,true
CHA-00994,CLI-0231,2026-07-18,46,financeiro,false
CHA-00995,CLI-0231,2025-09-30,183,financeiro,false
CHA-00996,CLI-0231,2025-10-15,197,financeiro,true
CHA-00997,CLI-0231,2026-02-12,206,conexão,false
CHA-00998,CLI-0231,2026-02-24,207,financeiro,true
CHA-00999,CLI-0231,2025-12-10,106,financeiro,true
CHA-01000,CLI-0231,2025-08-29,42,financeiro,true
CHA-01001,CLI-0232,2025-09-30,105,conexão,true
CHA-01002,CLI-0232,2025-08-24,194,conexão,true
CHA-01003,CLI-0232,2025-09-24,50,financeiro,true
CHA-01004,CLI-0232,2026-02-08,133,conexão,true
CHA-01005,CLI-0232,2025-07-13,106,conexão,true
CHA-01006,CLI-0232,2026-05-23,132,financeiro,true
CHA-01007,CLI-0232,2026-02-28,116,conexão,true
CHA-01008,CLI-0232,2025-09-01,51,equipamento,true
CHA-01009,CLI-0233,2025-07-18,167,conexão,true
CHA-01010,CLI-0233,2025-06-17,237,equipamento,true
CHA-01011,CLI-0233,2025-06-28,126,instalação,true
CHA-01012,CLI-0233,2026-01-27,33,financeiro,false
CHA-01013,CLI-0233,2025-11-02,199,equipamento,true
CHA-01014,CLI-0233,2026-06-22,43,conexão,true
CHA-01015,CLI-0233,2025-08-04,156,instalação,true
CHA-01016,CLI-0234,2026-05-29,191,financeiro,true
CHA-01017,CLI-0234,2025-12-24,233,instalação,true
CHA-01018,CLI-0234,2025-12-10,181,financeiro,false
CHA-01019,CLI-0234,2025-07-22,215,equipamento,true
CHA-01020,CLI-0234,2026-02-15,100,conexão,true
CHA-01021,CLI-0235,2026-07-09,159,equipamento,false
CHA-01022,CLI-0235,2025-08-19,77,instalação,true
CHA-01023,CLI-0235,2026-04-17,9,equipamento,true
CHA-01024,CLI-0235,2026-03-14,73,equipamento,true
CHA-01025,CLI-0235,2025-09-10,86,conexão,true
CHA-01026,CLI-0236,2026-06-20,58,instalação,true
CHA-01027,CLI-0236,2025-07-13,85,equipamento,true
CHA-01028,CLI-0236,2026-07-17,44,financeiro,true
CHA-01029,CLI-0236,2025-10-16,115,equipamento,false
CHA-01030,CLI-0236,2026-07-21,197,instalação,true
CHA-01031,CLI-0236,2025-11-23,65,equipamento,false
CHA-01032,CLI-0237,2026-01-09,78,conexão,true
CHA-01033,CLI-0237,2026-02-11,200,equipamento,true
CHA-01034,CLI-0237,2025-08-17,237,conexão,true
CHA-01035,CLI-0237,2025-09-01,112,equipamento,true
CHA-01036,CLI-0237,2025-09-10,12,financeiro,true
CHA-01037,CLI-0237,2025-09-18,133,conexão,true
CHA-01038,CLI-0237,2025-07-23,109,conexão,true
CHA-01039,CLI-0238,2026-05-12,67,equipamento,true
CHA-01040,CLI-0238,2026-06-27,6,conexão,true
CHA-01041,CLI-0238,2026-01-05,226,equipamento,true
CHA-01042,CLI-0239,2026-02-14,169,conexão,true
CHA-01043,CLI-0239,2025-08-03,130,financeiro,true
CHA-01044,CLI-0240,2026-03-23,168,financeiro,true
CHA-01045,CLI-0240,2026-04-15,154,instalação,true
CHA-01046,CLI-0240,2026-07-26,71,instalação,true
CHA-01047,CLI-0240,2025-07-16,227,equipamento,true
CHA-01048,CLI-0240,2026-05-06,93,financeiro,true
CHA-01049,CLI-0240,2025-11-18,85,instalação,true
CHA-01050,CLI-0240,2025-11-26,170,financeiro,true
CHA-01051,CLI-0241,2025-12-16,150,financeiro,true
CHA-01052,CLI-0241,2025-06-19,194,financeiro,true
CHA-01053,CLI-0241,2025-09-02,224,financeiro,true
CHA-01054,CLI-0241,2025-07-30,121,financeiro,true
CHA-01055,CLI-0241,2025-09-24,73,instalação,true
CHA-01056,CLI-0241,2026-04-26,192,conexão,false
CHA-01057,CLI-0241,2026-05-26,138,instalação,true
CHA-01058,CLI-0241,2026-04-07,67,equipamento,true
CHA-01059,CLI-0241,2025-10-31,230,conexão,true
CHA-01060,CLI-0242,2026-03-01,72,financeiro,true
CHA-01061,CLI-0242,2025-08-19,148,instalação,true
CHA-01062,CLI-0242,2026-06-05,198,financeiro,true
CHA-01063,CLI-0242,2026-02-19,233,equipamento,true
CHA-01064,CLI-0243,2025-06-28,190,instalação,true
CHA-01065,CLI-0244,2025-07-19,56,financeiro,true
CHA-01066,CLI-0244,2025-12-19,224,instalação,true
CHA-01067,CLI-0244,2026-03-30,46,instalação,true
CHA-01068,CLI-0244,2025-07-28,156,equipamento,false
CHA-01069,CLI-0244,2026-07-09,204,equipamento,true
CHA-01070,CLI-0245,2025-07-19,85,instalação,false
CHA-01071,CLI-0245,2025-12-16,196,financeiro,true
CHA-01072,CLI-0245,2025-12-05,63,equipamento,true
CHA-01073,CLI-0245,2026-04-22,178,instalação,true
CHA-01074,CLI-0245,2025-07-15,10,financeiro,true
CHA-01075,CLI-0245,2026-01-03,114,equipamento,true
CHA-01076,CLI-0245,2025-06-19,17,conexão,false
CHA-01077,CLI-0246,2026-04-30,170,instalação,true
CHA-01078,CLI-0246,2025-06-28,182,equipamento,true
CHA-01079,CLI-0246,2026-01-08,152,instalação,true
CHA-01080,CLI-0246,2026-01-14,9,conexão,true
CHA-01081,CLI-0247,2025-12-19,36,equipamento,true
CHA-01082,CLI-0247,2025-07-17,223,financeiro,true
CHA-01083,CLI-0247,2025-12-16,117,equipamento,true
CHA-01084,CLI-0247,2025-07-03,102,conexão,true
CHA-01085,CLI-0248,2025-08-07,26,equipamento,true
CHA-01086,CLI-0248,2026-07-24,75,instalação,true
CHA-01087,CLI-0248,2026-03-27,50,conexão,true
CHA-01088,CLI-0248,2026-05-14,40,equipamento,true
CHA-01089,CLI-0248,2026-07-01,157,financeiro,true
CHA-01090,CLI-0248,2025-08-28,80,instalação,true
CHA-01091,CLI-0249,2026-01-20,200,financeiro,true
CHA-01092,CLI-0249,2026-07-25,94,financeiro,true
CHA-01093,CLI-0249,2026-06-29,33,equipamento,true
CHA-01094,CLI-0249,2026-01-01,224,equipamento,true
CHA-01095,CLI-0249,2025-09-27,212,conexão,true
CHA-01096,CLI-0250,2026-07-15,196,equipamento,true
CHA-01097,CLI-0250,2025-06-21,55,financeiro,true
CHA-01098,CLI-0250,2025-09-11,13,financeiro,true
CHA-01099,CLI-0250,2026-02-17,7,equipamento,true
CHA-01100,CLI-0250,2026-02-06,53,equipamento,true
CHA-01101,CLI-0250,2026-04-14,121,instalação,true
CHA-01102,CLI-0251,2026-04-30,106,financeiro,true
CHA-01103,CLI-0251,2025-08-18,61,conexão,true
CHA-01104,CLI-0251,2025-07-16,95,financeiro,true
CHA-01105,CLI-0251,2025-11-03,139,conexão,true
CHA-01106,CLI-0251,2026-01-28,143,financeiro,true
CHA-01107,CLI-0251,2025-11-03,47,instalação,true
CHA-01108,CLI-0251,2025-08-18,47,financeiro,true
CHA-01109,CLI-0251,2025-07-13,188,financeiro,true
CHA-01110,CLI-0251,2025-09-23,113,financeiro,true
CHA-01111,CLI-0251,2026-01-08,80,equipamento,false
CHA-01112,CLI-0251,2025-12-29,233,equipamento,true
CHA-01113,CLI-0251,2026-05-24,189,instalação,true
CHA-01114,CLI-0252,2026-04-18,118,financeiro,true
CHA-01115,CLI-0252,2025-07-08,88,conexão,true
CHA-01116,CLI-0252,2025-11-08,84,conexão,true
CHA-01117,CLI-0252,2025-09-29,125,financeiro,true
CHA-01118,CLI-0252,2026-03-02,215,conexão,true
CHA-01119,CLI-0252,2025-09-23,121,financeiro,true
CHA-01120,CLI-0252,2025-07-11,238,instalação,true
CHA-01121,CLI-0252,2026-07-12,102,instalação,true
CHA-01122,CLI-0252,2025-12-06,114,financeiro,true
CHA-01123,CLI-0252,2025-08-12,226,equipamento,true
CHA-01124,CLI-0253,2025-06-28,216,equipamento,true
CHA-01125,CLI-0253,2025-10-16,101,equipamento,true
CHA-01126,CLI-0253,2026-06-07,156,conexão,true
CHA-01127,CLI-0254,2026-01-30,214,instalação,true
CHA-01128,CLI-0254,2026-03-27,75,equipamento,true
CHA-01129,CLI-0254,2026-02-16,122,instalação,true
CHA-01130,CLI-0254,2026-05-11,58,instalação,true
CHA-01131,CLI-0254,2025-07-12,94,financeiro,true
CHA-01132,CLI-0256,2025-08-11,61,financeiro,true
CHA-01133,CLI-0256,2025-12-19,170,financeiro,true
CHA-01134,CLI-0256,2026-03-03,67,conexão,true
CHA-01135,CLI-0256,2025-11-27,219,equipamento,true
CHA-01136,CLI-0257,2025-07-29,94,financeiro,true
CHA-01137,CLI-0257,2025-10-11,219,conexão,true
CHA-01138,CLI-0257,2025-12-20,132,equipamento,true
CHA-01139,CLI-0257,2026-05-06,10,equipamento,true
CHA-01140,CLI-0257,2026-07-03,234,instalação,true
CHA-01141,CLI-0258,2025-07-01,23,conexão,true
CHA-01142,CLI-0258,2025-07-24,46,financeiro,true
CHA-01143,CLI-0258,2025-09-28,203,financeiro,true
CHA-01144,CLI-0258,2026-07-17,171,equipamento,true
CHA-01145,CLI-0258,2026-02-13,27,conexão,false
CHA-01146,CLI-0258,2025-10-12,184,equipamento,true
CHA-01147,CLI-0259,2026-01-17,83,conexão,true
CHA-01148,CLI-0259,2025-10-15,149,instalação,true
CHA-01149,CLI-0259,2026-05-05,53,equipamento,true
CHA-01150,CLI-0259,2026-04-12,93,conexão,true
CHA-01151,CLI-0260,2026-06-03,176,conexão,true
CHA-01152,CLI-0260,2026-01-26,41,financeiro,false
CHA-01153,CLI-0260,2025-11-23,53,equipamento,true
CHA-01154,CLI-0261,2025-07-03,78,conexão,true
CHA-01155,CLI-0262,2026-07-09,102,financeiro,false
CHA-01156,CLI-0262,2026-06-03,79,conexão,false
CHA-01157,CLI-0262,2025-08-29,213,instalação,false
CHA-01158,CLI-0263,2026-06-03,45,equipamento,true
CHA-01159,CLI-0263,2025-10-31,88,financeiro,false
CHA-01160,CLI-0263,2026-03-23,179,equipamento,true
CHA-01161,CLI-0263,2026-03-08,77,instalação,true
CHA-01162,CLI-0263,2026-06-01,106,financeiro,false
CHA-01163,CLI-0264,2025-09-06,19,equipamento,true
CHA-01164,CLI-0264,2026-03-05,134,conexão,true
CHA-01165,CLI-0264,2025-09-14,54,instalação,true
CHA-01166,CLI-0265,2025-10-17,144,conexão,true
CHA-01167,CLI-0265,2025-12-01,151,equipamento,true
CHA-01168,CLI-0265,2025-09-20,104,equipamento,false
CHA-01169,CLI-0265,2026-04-02,179,equipamento,true
CHA-01170,CLI-0265,2026-02-06,167,equipamento,true
CHA-01171,CLI-0266,2026-02-10,88,equipamento,true
CHA-01172,CLI-0266,2025-11-03,57,financeiro,true
CHA-01173,CLI-0266,2026-04-26,150,financeiro,false
CHA-01174,CLI-0266,2025-07-24,173,instalação,false
CHA-01175,CLI-0266,2025-10-25,225,equipamento,true
CHA-01176,CLI-0266,2026-02-25,59,equipamento,true
CHA-01177,CLI-0267,2025-09-22,140,conexão,true
CHA-01178,CLI-0268,2025-12-04,184,instalação,true
CHA-01179,CLI-0268,2026-03-27,34,financeiro,false
CHA-01180,CLI-0268,2026-06-13,198,conexão,true
CHA-01181,CLI-0270,2026-07-23,82,equipamento,true
CHA-01182,CLI-0270,2025-12-04,102,equipamento,true
CHA-01183,CLI-0270,2025-08-22,74,equipamento,true
CHA-01184,CLI-0271,2026-05-14,154,equipamento,true
CHA-01185,CLI-0271,2026-02-13,206,conexão,true
CHA-01186,CLI-0271,2026-07-04,185,financeiro,true
CHA-01187,CLI-0271,2025-07-16,25,financeiro,true
CHA-01188,CLI-0271,2026-06-16,5,equipamento,true
CHA-01189,CLI-0271,2026-04-04,58,conexão,true
CHA-01190,CLI-0271,2026-01-15,87,financeiro,true
CHA-01191,CLI-0272,2025-07-08,24,financeiro,true
CHA-01192,CLI-0272,2026-02-18,198,financeiro,true
CHA-01193,CLI-0272,2025-09-10,219,instalação,true
CHA-01194,CLI-0273,2026-06-17,86,instalação,true
CHA-01195,CLI-0273,2025-09-25,178,conexão,true
CHA-01196,CLI-0273,2025-07-25,219,instalação,true
CHA-01197,CLI-0273,2025-07-17,212,equipamento,true
CHA-01198,CLI-0273,2026-03-01,200,equipamento,true
CHA-01199,CLI-0273,2025-07-16,53,financeiro,true
CHA-01200,CLI-0273,2026-07-11,181,instalação,true
CHA-01201,CLI-0273,2025-12-08,88,equipamento,true
CHA-01202,CLI-0273,2025-12-07,120,financeiro,true
CHA-01203,CLI-0274,2026-02-10,55,conexão,true
CHA-01204,CLI-0274,2026-05-12,82,instalação,true
CHA-01205,CLI-0274,2025-11-25,160,equipamento,true
CHA-01206,CLI-0274,2026-05-12,129,conexão,true
CHA-01207,CLI-0274,2026-06-08,22,instalação,true
CHA-01208,CLI-0274,2025-09-24,79,financeiro,true
CHA-01209,CLI-0275,2026-05-28,87,financeiro,true
CHA-01210,CLI-0275,2025-09-23,65,financeiro,true
CHA-01211,CLI-0275,2025-12-04,232,conexão,true
CHA-01212,CLI-0275,2026-06-14,103,financeiro,true
CHA-01213,CLI-0275,2026-06-21,140,equipamento,true
CHA-01214,CLI-0276,2026-03-27,207,equipamento,true
CHA-01215,CLI-0276,2025-06-08,223,conexão,true
CHA-01216,CLI-0277,2025-12-22,170,instalação,true
CHA-01217,CLI-0277,2026-02-15,161,conexão,true
CHA-01218,CLI-0277,2026-02-17,149,conexão,true
CHA-01219,CLI-0277,2026-07-04,190,financeiro,true
CHA-01220,CLI-0278,2026-04-08,127,conexão,true
CHA-01221,CLI-0278,2025-07-09,64,financeiro,false
CHA-01222,CLI-0278,2026-05-23,133,instalação,true
CHA-01223,CLI-0278,2025-07-10,167,equipamento,true
CHA-01224,CLI-0279,2026-05-12,218,financeiro,true
CHA-01225,CLI-0280,2026-04-12,135,conexão,true
CHA-01226,CLI-0280,2026-04-13,217,financeiro,true
CHA-01227,CLI-0280,2026-04-18,132,equipamento,true
CHA-01228,CLI-0280,2025-12-10,105,financeiro,false
CHA-01229,CLI-0280,2025-11-29,148,instalação,true
CHA-01230,CLI-0280,2025-08-25,224,financeiro,true
CHA-01231,CLI-0280,2026-06-08,231,conexão,true
CHA-01232,CLI-0280,2025-09-18,17,conexão,false
CHA-01233,CLI-0280,2026-08-01,82,equipamento,true
CHA-01234,CLI-0280,2025-10-15,45,conexão,true
CHA-01235,CLI-0281,2026-07-17,14,equipamento,true
CHA-01236,CLI-0281,2025-12-06,110,financeiro,false
CHA-01237,CLI-0281,2025-10-10,234,conexão,true
CHA-01238,CLI-0281,2025-07-03,229,instalação,true
CHA-01239,CLI-0281,2025-07-29,127,financeiro,true
CHA-01240,CLI-0281,2026-07-20,176,instalação,false
CHA-01241,CLI-0281,2026-04-27,65,equipamento,true
CHA-01242,CLI-0281,2025-09-03,16,equipamento,true
CHA-01243,CLI-0283,2025-11-24,34,instalação,true
CHA-01244,CLI-0283,2025-06-19,100,equipamento,true
CHA-01245,CLI-0284,2025-11-16,209,conexão,true
CHA-01246,CLI-0284,2026-06-26,182,instalação,true
CHA-01247,CLI-0284,2026-01-06,82,financeiro,true
CHA-01248,CLI-0284,2026-06-13,213,financeiro,true
CHA-01249,CLI-0286,2026-06-14,7,financeiro,true
CHA-01250,CLI-0287,2026-07-10,82,financeiro,true
CHA-01251,CLI-0287,2025-08-17,154,equipamento,true
CHA-01252,CLI-0287,2025-12-17,211,conexão,true
CHA-01253,CLI-0287,2026-05-22,38,conexão,true
CHA-01254,CLI-0287,2026-01-26,208,equipamento,true
CHA-01255,CLI-0287,2025-11-06,234,instalação,true
CHA-01256,CLI-0287,2026-06-08,112,equipamento,true
CHA-01257,CLI-0287,2025-12-21,147,equipamento,true
CHA-01258,CLI-0288,2025-11-13,206,conexão,true
CHA-01259,CLI-0289,2026-07-02,197,equipamento,true
CHA-01260,CLI-0289,2026-02-18,204,equipamento,true
CHA-01261,CLI-0289,2025-08-23,190,instalação,true
CHA-01262,CLI-0289,2025-09-25,219,financeiro,true
CHA-01263,CLI-0290,2026-02-15,240,instalação,true
CHA-01264,CLI-0290,2025-12-04,135,equipamento,true
CHA-01265,CLI-0290,2025-08-14,155,financeiro,true
CHA-01266,CLI-0291,2025-08-15,97,instalação,true
CHA-01267,CLI-0291,2025-12-08,153,financeiro,true
CHA-01268,CLI-0291,2025-07-27,229,instalação,true
CHA-01269,CLI-0292,2025-11-24,157,conexão,true
CHA-01270,CLI-0292,2026-01-15,85,conexão,true
CHA-01271,CLI-0292,2026-05-31,97,conexão,true
CHA-01272,CLI-0292,2026-06-27,76,conexão,true
CHA-01273,CLI-0292,2026-03-17,37,conexão,false
CHA-01274,CLI-0292,2025-08-15,113,financeiro,true
CHA-01275,CLI-0292,2025-08-28,150,conexão,true
CHA-01276,CLI-0292,2026-02-10,164,instalação,true
CHA-01277,CLI-0292,2026-03-31,64,financeiro,true
CHA-01278,CLI-0292,2025-10-13,197,instalação,false
CHA-01279,CLI-0292,2026-02-01,220,financeiro,true
CHA-01280,CLI-0292,2025-10-22,154,instalação,true
CHA-01281,CLI-0293,2025-09-21,197,equipamento,true
CHA-01282,CLI-0293,2025-07-06,74,financeiro,true
CHA-01283,CLI-0293,2025-11-23,116,instalação,true
CHA-01284,CLI-0293,2025-11-19,134,equipamento,true
CHA-01285,CLI-0294,2025-12-27,27,equipamento,true
CHA-01286,CLI-0294,2026-04-06,73,instalação,false
CHA-01287,CLI-0294,2026-03-21,127,financeiro,true
CHA-01288,CLI-0294,2025-10-06,170,financeiro,true
CHA-01289,CLI-0295,2025-06-09,205,financeiro,true
CHA-01290,CLI-0295,2025-06-29,123,instalação,true
CHA-01291,CLI-0295,2026-05-15,141,financeiro,true
CHA-01292,CLI-0295,2026-07-28,88,financeiro,true
CHA-01293,CLI-0295,2025-11-12,213,conexão,true
CHA-01294,CLI-0296,2025-07-11,15,conexão,false
CHA-01295,CLI-0296,2026-05-24,5,instalação,true
CHA-01296,CLI-0296,2025-06-18,130,equipamento,true
CHA-01297,CLI-0296,2025-07-26,108,equipamento,false
CHA-01298,CLI-0296,2025-11-08,95,equipamento,true
CHA-01299,CLI-0299,2026-07-26,39,financeiro,true
CHA-01300,CLI-0299,2026-04-24,111,financeiro,true
CHA-01301,CLI-0299,2025-10-15,70,financeiro,true
CHA-01302,CLI-0299,2026-06-29,46,conexão,true
CHA-01303,CLI-0300,2025-11-19,190,equipamento,true
CHA-01304,CLI-0300,2025-10-03,81,instalação,true
CHA-01305,CLI-0300,2026-05-18,147,financeiro,true
CHA-01306,CLI-0300,2026-04-11,230,financeiro,true
CHA-01307,CLI-0301,2026-05-09,91,financeiro,true
CHA-01308,CLI-0301,2025-10-02,101,conexão,true
CHA-01309,CLI-0301,2026-06-20,208,conexão,true
CHA-01310,CLI-0302,2026-06-07,73,instalação,true
CHA-01311,CLI-0302,2025-11-05,23,instalação,true
CHA-01312,CLI-0303,2026-02-15,58,financeiro,true
CHA-01313,CLI-0303,2025-08-06,44,conexão,true
CHA-01314,CLI-0303,2025-10-05,229,conexão,true
CHA-01315,CLI-0303,2025-12-15,37,financeiro,true
CHA-01316,CLI-0303,2026-03-10,202,instalação,true
CHA-01317,CLI-0303,2025-10-09,66,equipamento,true
CHA-01318,CLI-0303,2026-05-31,169,instalação,false
CHA-01319,CLI-0304,2026-04-01,136,equipamento,false
CHA-01320,CLI-0304,2026-04-20,189,financeiro,true
CHA-01321,CLI-0304,2025-07-03,7,instalação,true
CHA-01322,CLI-0304,2025-06-18,162,instalação,true
CHA-01323,CLI-0306,2026-04-10,215,equipamento,true
CHA-01324,CLI-0306,2026-07-31,115,conexão,false
CHA-01325,CLI-0306,2025-06-17,210,instalação,true
CHA-01326,CLI-0307,2026-01-01,46,equipamento,true
CHA-01327,CLI-0307,2026-05-10,97,conexão,true
CHA-01328,CLI-0308,2025-11-28,176,instalação,true
CHA-01329,CLI-0309,2025-08-30,238,equipamento,true
CHA-01330,CLI-0309,2025-12-10,104,instalação,true
CHA-01331,CLI-0309,2026-04-22,235,conexão,true
CHA-01332,CLI-0309,2026-04-27,5,instalação,true
CHA-01333,CLI-0309,2025-08-26,100,instalação,true
CHA-01334,CLI-0309,2026-07-29,85,equipamento,true
CHA-01335,CLI-0309,2026-06-13,157,conexão,true
CHA-01336,CLI-0309,2025-12-02,131,instalação,true
CHA-01337,CLI-0309,2025-06-12,13,instalação,true
CHA-01338,CLI-0310,2026-03-19,201,instalação,true
CHA-01339,CLI-0310,2026-05-30,51,financeiro,true
CHA-01340,CLI-0311,2026-03-28,25,instalação,true
CHA-01341,CLI-0311,2025-09-03,240,conexão,true
CHA-01342,CLI-0311,2026-07-24,125,financeiro,true
CHA-01343,CLI-0311,2026-05-29,48,financeiro,false
CHA-01344,CLI-0311,2026-07-30,179,instalação,true
CHA-01345,CLI-0311,2025-07-24,203,financeiro,true
CHA-01346,CLI-0311,2026-04-02,20,equipamento,true
CHA-01347,CLI-0311,2025-08-25,104,financeiro,true
CHA-01348,CLI-0311,2026-03-05,93,financeiro,true
CHA-01349,CLI-0311,2025-10-03,110,instalação,true
CHA-01350,CLI-0312,2025-10-10,52,conexão,false
CHA-01351,CLI-0313,2026-04-27,227,financeiro,true
CHA-01352,CLI-0313,2026-03-14,116,conexão,true
CHA-01353,CLI-0313,2025-12-23,123,financeiro,true
CHA-01354,CLI-0313,2026-07-02,196,equipamento,true
CHA-01355,CLI-0313,2026-04-19,110,conexão,true
CHA-01356,CLI-0313,2026-05-21,77,instalação,true
CHA-01357,CLI-0314,2025-11-10,209,instalação,true
CHA-01358,CLI-0314,2026-07-22,21,conexão,true
CHA-01359,CLI-0314,2026-03-10,69,financeiro,true
CHA-01360,CLI-0314,2025-08-24,147,financeiro,true
CHA-01361,CLI-0314,2025-11-04,5,financeiro,false
CHA-01362,CLI-0315,2026-07-10,57,equipamento,true
CHA-01363,CLI-0315,2025-07-19,23,conexão,true
CHA-01364,CLI-0315,2025-10-25,117,financeiro,true
CHA-01365,CLI-0315,2026-04-14,60,instalação,true
CHA-01366,CLI-0315,2026-03-23,7,equipamento,true
CHA-01367,CLI-0315,2026-03-11,169,equipamento,true
CHA-01368,CLI-0316,2026-05-09,11,conexão,false
CHA-01369,CLI-0316,2025-10-13,10,instalação,true
CHA-01370,CLI-0317,2026-05-15,111,conexão,true
CHA-01371,CLI-0317,2025-08-08,213,financeiro,true
CHA-01372,CLI-0317,2025-11-08,187,instalação,true
CHA-01373,CLI-0317,2026-05-13,217,financeiro,false
CHA-01374,CLI-0319,2025-06-28,11,conexão,true
CHA-01375,CLI-0319,2025-07-27,12,conexão,true
CHA-01376,CLI-0319,2025-07-10,195,conexão,true
CHA-01377,CLI-0319,2026-04-26,128,conexão,true
CHA-01378,CLI-0319,2025-10-30,170,instalação,true
CHA-01379,CLI-0319,2025-09-13,196,conexão,true
CHA-01380,CLI-0319,2026-02-02,85,equipamento,true
CHA-01381,CLI-0319,2025-06-21,239,instalação,true
CHA-01382,CLI-0319,2026-03-21,45,conexão,true
CHA-01383,CLI-0320,2026-07-31,174,instalação,true
CHA-01384,CLI-0320,2026-01-20,93,instalação,true
CHA-01385,CLI-0320,2025-07-27,137,instalação,true
CHA-01386,CLI-0320,2026-01-06,101,conexão,true
CHA-01387,CLI-0321,2025-10-21,239,conexão,true
CHA-01388,CLI-0321,2025-07-22,71,financeiro,true
CHA-01389,CLI-0321,2025-12-02,132,financeiro,true
CHA-01390,CLI-0321,2026-01-20,188,financeiro,true
CHA-01391,CLI-0322,2026-02-01,197,instalação,true
CHA-01392,CLI-0322,2026-07-11,52,equipamento,true
CHA-01393,CLI-0322,2025-07-28,177,instalação,true
CHA-01394,CLI-0322,2025-08-17,52,instalação,true
CHA-01395,CLI-0322,2025-07-24,10,conexão,true
CHA-01396,CLI-0322,2026-02-25,110,instalação,true
CHA-01397,CLI-0322,2025-11-12,152,conexão,true
CHA-01398,CLI-0322,2025-07-23,32,instalação,true
CHA-01399,CLI-0322,2025-08-09,133,financeiro,true
CHA-01400,CLI-0322,2026-03-13,89,financeiro,true
CHA-01401,CLI-0322,2025-08-10,20,instalação,true
CHA-01402,CLI-0322,2025-08-15,168,conexão,false
CHA-01403,CLI-0323,2026-07-15,190,conexão,false
CHA-01404,CLI-0323,2025-07-13,161,equipamento,true
CHA-01405,CLI-0323,2026-02-15,104,conexão,true
CHA-01406,CLI-0323,2025-11-18,224,equipamento,true
CHA-01407,CLI-0323,2025-07-29,226,conexão,true
CHA-01408,CLI-0324,2026-06-07,143,instalação,true
CHA-01409,CLI-0324,2026-01-10,140,equipamento,true
CHA-01410,CLI-0324,2026-07-19,155,financeiro,true
CHA-01411,CLI-0324,2026-01-05,54,financeiro,true
CHA-01412,CLI-0324,2026-05-13,60,financeiro,true
CHA-01413,CLI-0325,2025-09-24,27,conexão,true
CHA-01414,CLI-0325,2025-08-16,121,conexão,true
CHA-01415,CLI-0326,2025-06-21,140,equipamento,true
CHA-01416,CLI-0326,2026-02-07,81,financeiro,true
CHA-01417,CLI-0326,2025-08-25,238,financeiro,true
