pedido_id,cliente_id,data_pedido,canal,categoria,quantidade,preco_unitario,desconto_pct,valor_pedido
PED-00702,CLI-0281,2025-02-11,site,livros,4,180.99,10,651.56
PED-00703,CLI-0298,2025-05-27,loja,esporte,6,408.99,0,2453.94
PED-00704,CLI-0196,2026-03-30,loja,esporte,4,131.22,20,419.9
PED-00705,CLI-0354,2026-02-20,app,eletrônicos,4,400.25,10,1440.9
PED-00706,CLI-0508,2025-04-09,app,beleza,4,610.91,0,2443.64
PED-00707,CLI-0385,2026-02-15,loja,beleza,1,314.67,0,314.67
PED-00708,CLI-0397,2025-01-15,app,beleza,2,628.57,15,1068.57
PED-00709,CLI-0400,2026-04-02,marketplace,casa,4,71.6,20,229.12
PED-00710,CLI-0195,2026-07-08,loja,beleza,4,293.16,20,938.11
PED-00711,CLI-0562,2026-06-19,marketplace,esporte,2,188.68,5,358.49
PED-00712,CLI-0162,2025-02-17,marketplace,esporte,1,268.17,5,254.76
PED-00713,CLI-0510,2025-10-30,app,casa,1,117.94,0,117.94
PED-00714,CLI-0152,2025-03-30,loja,casa,6,610.7,0,3664.2
PED-00715,CLI-0400,2025-07-27,site,eletrônicos,3,113.67,20,272.81
PED-00716,CLI-0317,2026-06-18,marketplace,eletrônicos,3,488.92,10,1320.08
PED-00717,CLI-0058,2026-04-09,loja,casa,2,86.26,20,138.02
PED-00718,CLI-0234,2025-01-09,loja,casa,6,245.51,15,1252.1
PED-00719,CLI-0279,2025-03-31,loja,esporte,2,472.4,10,850.32
PED-00720,CLI-0236,2025-01-18,loja,casa,3,405.18,20,972.43
PED-00721,CLI-0127,2025-09-06,site,beleza,2,98.19,15,166.92
PED-00722,CLI-0278,2025-03-29,loja,casa,2,600.3,10,1080.54
PED-00723,CLI-0077,2025-04-22,loja,eletrônicos,3,592.34,15,1510.47
PED-00724,CLI-0202,2026-07-06,marketplace,esporte,4,341.58,0,1366.32
PED-00725,CLI-0047,2026-07-12,app,eletrônicos,2,453.56,0,907.12
PED-00726,CLI-0234,2025-04-28,site,casa,4,606.11,0,2424.44
PED-00727,CLI-0530,2026-05-19,site,beleza,5,612.28,20,2449.12
PED-00728,CLI-0581,2025-04-22,marketplace,casa,6,27.79,0,166.74
PED-00729,CLI-0475,2025-11-15,marketplace,casa,2,633.2,0,1266.4
PED-00730,CLI-0290,2025-12-07,loja,casa,3,336.49,5,959.0
PED-00731,CLI-0515,2026-03-04,app,casa,2,502.9,0,1005.8
PED-00732,CLI-0303,2026-05-21,app,casa,6,112.23,0,673.38
PED-00733,CLI-0478,2025-11-26,app,beleza,2,224.62,0,449.24
PED-00734,CLI-0258,2025-01-26,loja,livros,3,47.11,0,141.33
PED-00735,CLI-0524,2025-08-24,marketplace,casa,5,483.29,0,2416.45
PED-00736,CLI-0446,2025-01-08,marketplace,esporte,3,296.95,5,846.31
PED-00737,CLI-0508,2025-02-15,loja,livros,5,99.21,10,446.44
PED-00738,CLI-0133,2026-05-28,site,esporte,4,67.95,15,231.03
PED-00739,CLI-0221,2025-11-17,marketplace,beleza,2,63.67,20,101.87
PED-00740,CLI-0140,2026-01-04,marketplace,casa,5,137.82,0,689.1
PED-00741,CLI-0303,2025-04-08,site,livros,6,431.86,5,2461.6
PED-00742,CLI-0125,2025-09-27,site,esporte,2,20.4,20,32.64
PED-00743,CLI-0146,2025-03-25,marketplace,livros,3,600.69,0,1802.07
PED-00744,CLI-0210,2025-12-27,app,eletrônicos,6,309.58,0,1857.48
PED-00745,CLI-0372,2026-05-06,app,casa,1,530.41,15,450.85
PED-00746,CLI-0169,2025-09-06,marketplace,beleza,3,514.43,5,1466.13
PED-00747,CLI-0047,2026-04-24,app,livros,1,76.29,20,61.03
PED-00748,CLI-0509,2025-08-20,loja,beleza,3,208.57,10,563.14
PED-00749,CLI-0071,2025-12-31,site,esporte,5,471.11,15,2002.22
PED-00750,CLI-0134,2026-06-09,site,livros,4,51.93,15,176.56
PED-00751,CLI-0262,2026-08-10,app,esporte,5,114.98,10,517.41
PED-00752,CLI-0296,2026-03-24,site,casa,2,343.46,5,652.57
PED-00753,CLI-0235,2025-08-08,loja,livros,1,119.23,0,119.23
PED-00754,CLI-0015,2026-07-25,loja,esporte,1,605.37,5,575.1
PED-00755,CLI-0538,2025-07-31,app,esporte,6,92.36,0,554.16
PED-00756,CLI-0509,2026-07-23,loja,eletrônicos,4,213.7,5,812.06
PED-00757,CLI-0421,2026-04-16,loja,esporte,1,157.79,5,149.9
PED-00758,CLI-0387,2025-01-13,app,casa,1,442.84,5,420.7
PED-00759,CLI-0552,2026-07-17,app,eletrônicos,2,93.93,0,187.86
PED-00760,CLI-0426,2026-08-18,app,esporte,2,560.71,10,1009.28
PED-00761,CLI-0437,2026-07-23,loja,casa,3,499.94,0,1499.82
PED-00762,CLI-0369,2025-07-30,marketplace,beleza,2,555.51,0,1111.02
PED-00763,CLI-0411,2025-06-20,marketplace,eletrônicos,6,498.63,5,2842.19
PED-00764,CLI-0097,2025-10-07,app,casa,5,240.66,0,1203.3
PED-00765,CLI-0349,2025-09-16,loja,beleza,6,595.74,0,3574.44
PED-00766,CLI-0317,2026-07-30,marketplace,livros,1,89.08,10,80.17
PED-00767,CLI-0122,2025-04-11,site,esporte,2,629.06,0,1258.12
PED-00768,CLI-0486,2025-08-29,site,livros,4,370.23,0,1480.92
PED-00769,CLI-0386,2026-07-27,loja,beleza,6,476.73,0,2860.38
PED-00770,CLI-0347,2025-04-08,loja,livros,1,453.64,15,385.59
PED-00771,CLI-0265,2026-07-20,app,eletrônicos,6,466.56,10,2519.42
PED-00772,CLI-0107,2025-09-10,app,esporte,4,380.65,0,1522.6
PED-00773,CLI-0509,2025-07-18,app,esporte,6,266.93,10,1441.42
PED-00774,CLI-0488,2026-02-14,marketplace,livros,4,288.29,5,1095.5
PED-00775,CLI-0436,2026-08-05,site,casa,2,246.08,10,442.94
PED-00776,CLI-0075,2025-11-13,loja,casa,1,324.85,10,292.37
PED-00777,CLI-0558,2026-07-23,loja,casa,1,624.68,15,530.98
PED-00778,CLI-0206,2026-03-19,site,esporte,4,558.34,0,2233.36
PED-00779,CLI-0034,2026-02-20,site,eletrônicos,1,247.62,0,247.62
PED-00780,CLI-0316,2025-03-25,site,livros,2,403.39,0,806.78
PED-00781,CLI-0258,2025-10-17,marketplace,beleza,2,491.61,5,934.06
PED-00782,CLI-0014,2025-06-10,site,eletrônicos,1,183.3,10,164.97
PED-00783,CLI-0257,2026-06-22,marketplace,beleza,4,79.46,5,301.95
PED-00784,CLI-0585,2025-01-19,site,livros,3,548.4,20,1316.16
PED-00785,CLI-0391,2026-05-08,marketplace,beleza,2,353.16,0,706.32
PED-00786,CLI-0397,2026-08-10,marketplace,casa,4,309.85,0,1239.4
PED-00787,CLI-0047,2025-02-07,app,casa,5,444.97,0,2224.85
PED-00788,CLI-0178,2026-04-15,site,livros,2,291.24,0,582.48
PED-00789,CLI-0163,2026-06-06,loja,livros,4,376.73,5,1431.57
PED-00790,CLI-0373,2026-04-26,loja,esporte,1,438.01,20,350.41
PED-00791,CLI-0479,2025-07-20,site,eletrônicos,2,503.52,5,956.69
PED-00792,CLI-0099,2025-04-29,marketplace,esporte,6,230.13,15,1173.66
PED-00793,CLI-0424,2025-07-30,site,beleza,6,528.89,15,2697.34
PED-00794,CLI-0566,2026-03-11,marketplace,eletrônicos,5,233.09,10,1048.9
PED-00795,CLI-0486,2025-02-05,app,livros,5,234.79,10,1056.56
PED-00796,CLI-0301,2026-05-28,app,casa,4,641.35,5,2437.13
PED-00797,CLI-0053,2026-02-25,app,esporte,3,189.61,5,540.39
PED-00798,CLI-0505,2025-07-25,marketplace,livros,2,327.68,20,524.29
PED-00799,CLI-0456,2026-02-08,marketplace,esporte,3,482.74,10,1303.4
PED-00800,CLI-0081,2025-09-23,loja,livros,5,418.06,5,1985.79
PED-00801,CLI-0328,2025-09-02,site,casa,3,557.52,0,1672.56
PED-00802,CLI-0454,2025-09-17,marketplace,casa,1,507.58,0,507.58
PED-00803,CLI-0537,2025-01-06,marketplace,livros,5,476.18,15,2023.77
PED-00804,CLI-0028,2025-08-21,app,esporte,6,412.21,0,2473.26
PED-00805,CLI-0494,2025-12-24,site,livros,3,368.11,0,1104.33
PED-00806,CLI-0547,2025-08-24,loja,esporte,5,154.46,15,656.46
PED-00807,CLI-0124,2026-08-18,app,esporte,2,135.89,10,244.6
PED-00808,CLI-0044,2026-01-24,loja,eletrônicos,3,634.84,10,1714.07
PED-00809,CLI-0282,2026-05-02,site,livros,2,307.83,0,615.66
PED-00810,CLI-0181,2025-01-02,loja,eletrônicos,6,574.1,0,3444.6
PED-00811,CLI-0145,2025-11-18,marketplace,livros,1,47.0,15,39.95
PED-00812,CLI-0596,2026-06-13,marketplace,casa,2,567.43,5,1078.12
PED-00813,CLI-0288,2025-07-26,marketplace,livros,3,602.3,5,1716.55
PED-00814,CLI-0224,2026-02-08,app,esporte,4,489.2,0,1956.8
PED-00815,CLI-0115,2025-07-21,loja,beleza,5,409.42,0,2047.1
PED-00816,CLI-0590,2025-05-31,loja,eletrônicos,1,465.91,20,372.73
PED-00817,CLI-0501,2025-02-24,marketplace,eletrônicos,1,31.37,15,26.66
PED-00818,CLI-0336,2026-05-10,site,esporte,5,87.63,20,350.52
PED-00819,CLI-0488,2025-11-03,marketplace,casa,5,183.82,5,873.14
PED-00820,CLI-0023,2026-06-15,marketplace,eletrônicos,2,647.37,20,1035.79
PED-00821,CLI-0458,2025-09-27,loja,livros,3,153.86,0,461.58
PED-00822,CLI-0350,2026-04-30,site,livros,5,390.91,20,1563.64
PED-00823,CLI-0479,2025-07-07,site,esporte,4,38.04,20,121.73
PED-00824,CLI-0482,2026-06-25,site,esporte,4,229.16,20,733.31
PED-00825,CLI-0555,2025-03-29,site,casa,6,552.76,15,2819.08
PED-00826,CLI-0098,2025-07-06,app,beleza,2,576.09,5,1094.57
PED-00827,CLI-0260,2025-04-23,loja,beleza,2,136.57,5,259.48
PED-00828,CLI-0213,2026-06-18,app,esporte,3,624.69,0,1874.07
PED-00829,CLI-0518,2026-02-26,site,esporte,5,299.81,0,1499.05
PED-00830,CLI-0415,2026-08-16,loja,eletrônicos,1,497.37,15,422.76
PED-00831,CLI-0037,2025-01-31,marketplace,beleza,4,186.95,5,710.41
PED-00832,CLI-0452,2025-07-29,loja,beleza,5,448.22,0,2241.1
PED-00833,CLI-0360,2025-07-20,marketplace,casa,1,162.09,10,145.88
PED-00834,CLI-0008,2026-03-20,loja,livros,3,435.08,15,1109.45
PED-00835,CLI-0011,2025-05-13,app,eletrônicos,4,134.73,0,538.92
PED-00836,CLI-0251,2026-04-08,marketplace,livros,5,567.29,10,2552.8
PED-00837,CLI-0505,2025-09-09,loja,beleza,6,617.28,5,3518.5
PED-00838,CLI-0043,2026-05-30,loja,beleza,3,617.24,0,1851.72
PED-00839,CLI-0035,2025-08-09,marketplace,livros,1,144.34,0,144.34
PED-00840,CLI-0351,2026-03-23,app,esporte,1,551.88,20,441.5
PED-00841,CLI-0212,2025-02-25,site,casa,1,487.71,0,487.71
PED-00842,CLI-0170,2026-02-16,app,livros,4,141.77,0,567.08
PED-00843,CLI-0251,2026-02-14,site,esporte,3,185.31,0,555.93
PED-00844,CLI-0062,2025-05-01,app,esporte,3,191.91,20,460.58
PED-00845,CLI-0366,2025-08-02,app,eletrônicos,2,34.28,0,68.56
PED-00846,CLI-0132,2026-07-26,app,eletrônicos,3,20.77,0,62.31
PED-00847,CLI-0394,2026-06-29,app,eletrônicos,2,460.26,20,736.42
PED-00848,CLI-0034,2025-11-05,app,eletrônicos,5,570.68,20,2282.72
PED-00849,CLI-0460,2025-12-21,app,beleza,3,353.39,15,901.14
PED-00850,CLI-0458,2026-01-03,app,beleza,4,496.1,5,1885.18
PED-00851,CLI-0338,2026-06-23,loja,casa,6,113.03,20,542.54
PED-00852,CLI-0549,2026-06-23,app,esporte,1,254.84,0,254.84
PED-00853,CLI-0142,2025-05-29,marketplace,livros,6,136.69,10,738.13
PED-00854,CLI-0517,2025-05-15,loja,casa,5,242.38,0,1211.9
PED-00855,CLI-0429,2026-01-07,site,livros,3,426.6,15,1087.83
PED-00856,CLI-0526,2025-12-13,site,beleza,5,43.92,0,219.6
PED-00857,CLI-0337,2026-03-10,loja,livros,6,477.29,20,2290.99
PED-00858,CLI-0347,2026-05-29,site,livros,4,263.01,15,894.23
PED-00859,CLI-0118,2026-06-09,loja,eletrônicos,5,196.05,15,833.21
PED-00860,CLI-0296,2026-06-07,marketplace,livros,5,104.1,0,520.5
PED-00861,CLI-0455,2025-02-12,marketplace,beleza,2,597.83,0,1195.66
PED-00862,CLI-0216,2026-01-05,loja,livros,3,513.4,10,1386.18
PED-00863,CLI-0520,2026-06-05,app,casa,5,67.17,0,335.85
PED-00864,CLI-0458,2026-04-03,marketplace,esporte,4,508.41,0,2033.64
PED-00865,CLI-0185,2026-05-20,loja,livros,3,253.17,20,607.61
PED-00866,CLI-0152,2025-05-01,loja,beleza,2,155.03,5,294.56
PED-00867,CLI-0040,2025-09-12,site,esporte,4,394.76,10,1421.14
PED-00868,CLI-0373,2025-03-05,loja,beleza,6,198.13,0,1188.78
PED-00869,CLI-0473,2025-11-14,loja,eletrônicos,5,452.81,5,2150.85
PED-00870,CLI-0578,2026-03-23,loja,esporte,4,101.79,15,346.09
PED-00871,CLI-0227,2026-05-16,loja,eletrônicos,1,115.35,0,115.35
PED-00872,CLI-0022,2025-06-22,marketplace,livros,4,290.35,0,1161.4
PED-00873,CLI-0503,2025-05-07,app,esporte,2,593.92,0,1187.84
PED-00874,CLI-0290,2026-02-11,loja,eletrônicos,3,142.72,0,428.16
PED-00875,CLI-0051,2025-07-26,site,livros,3,83.23,15,212.24
PED-00876,CLI-0297,2025-10-17,loja,livros,3,230.6,0,691.8
PED-00877,CLI-0192,2025-12-11,site,esporte,3,601.74,20,1444.18
PED-00878,CLI-0496,2026-07-26,marketplace,esporte,6,153.68,0,922.08
PED-00879,CLI-0365,2026-06-06,site,livros,1,372.23,20,297.78
PED-00880,CLI-0053,2026-08-18,loja,casa,1,36.94,5,35.09
PED-00881,CLI-0483,2025-03-23,loja,casa,4,74.12,0,296.48
PED-00882,CLI-0598,2025-04-06,app,casa,6,471.9,5,2689.83
PED-00883,CLI-0249,2026-02-05,site,esporte,5,260.51,0,1302.55
PED-00884,CLI-0519,2025-02-06,loja,eletrônicos,5,381.88,10,1718.46
PED-00885,CLI-0566,2025-04-01,app,beleza,1,250.93,20,200.74
PED-00886,CLI-0210,2025-03-22,app,eletrônicos,1,86.27,20,69.02
PED-00887,CLI-0195,2025-06-15,app,casa,4,198.14,0,792.56
PED-00888,CLI-0044,2026-08-08,app,eletrônicos,4,171.57,10,617.65
PED-00889,CLI-0532,2025-08-30,app,eletrônicos,5,372.25,5,1768.19
PED-00890,CLI-0305,2026-07-28,loja,esporte,5,406.64,10,1829.88
PED-00891,CLI-0464,2026-06-17,marketplace,esporte,1,493.7,5,469.01
PED-00892,CLI-0139,2025-09-12,site,beleza,6,575.41,20,2761.97
PED-00893,CLI-0191,2025-08-27,loja,casa,3,341.9,0,1025.7
PED-00894,CLI-0153,2026-02-19,marketplace,livros,4,202.61,0,810.44
PED-00895,CLI-0573,2025-10-09,app,casa,1,180.84,15,153.71
PED-00896,CLI-0246,2026-05-22,marketplace,beleza,5,536.51,5,2548.42
PED-00897,CLI-0563,2025-12-02,marketplace,esporte,5,76.73,15,326.1
PED-00898,CLI-0319,2025-11-06,marketplace,beleza,3,403.13,0,1209.39
PED-00899,CLI-0394,2026-04-02,app,beleza,6,73.81,0,442.86
PED-00900,CLI-0339,2025-12-09,marketplace,esporte,2,76.05,0,152.1
PED-00901,CLI-0286,2025-11-15,site,casa,6,109.12,10,589.25
PED-00902,CLI-0569,2026-01-23,marketplace,livros,5,497.69,20,1990.76
PED-00903,CLI-0532,2026-02-02,site,eletrônicos,4,282.37,20,903.58
PED-00904,CLI-0150,2026-07-05,app,casa,2,548.74,10,987.73
PED-00905,CLI-0191,2025-09-30,site,casa,4,372.04,0,1488.16
PED-00906,CLI-0572,2026-04-24,loja,eletrônicos,2,163.62,15,278.15
PED-00907,CLI-0528,2026-02-01,marketplace,esporte,6,468.17,0,2809.02
PED-00908,CLI-0335,2025-11-05,marketplace,beleza,6,576.21,10,3111.53
PED-00909,CLI-0338,2025-09-08,loja,beleza,1,604.65,20,483.72
PED-00910,CLI-0461,2026-01-30,marketplace,livros,6,523.65,0,3141.9
PED-00911,CLI-0003,2026-04-17,site,livros,5,261.56,15,1111.63
PED-00912,CLI-0406,2025-12-12,marketplace,esporte,1,555.03,0,555.03
PED-00913,CLI-0271,2025-09-25,app,esporte,6,179.44,10,968.98
PED-00914,CLI-0421,2025-08-18,site,livros,2,313.08,0,626.16
PED-00915,CLI-0260,2026-03-21,app,eletrônicos,3,139.9,0,419.7
PED-00916,CLI-0523,2025-03-04,marketplace,esporte,3,113.38,15,289.12
PED-00917,CLI-0378,2025-09-14,app,eletrônicos,4,470.11,20,1504.35
PED-00918,CLI-0095,2025-09-13,loja,eletrônicos,3,70.34,10,189.92
PED-00919,CLI-0242,2025-12-15,app,livros,4,254.41,0,1017.64
PED-00920,CLI-0270,2026-07-15,app,casa,3,49.39,0,148.17
PED-00921,CLI-0488,2025-07-10,marketplace,esporte,6,373.6,20,1793.28
PED-00922,CLI-0049,2025-07-29,loja,casa,2,557.86,15,948.36
PED-00923,CLI-0412,2025-08-01,site,beleza,2,364.32,0,728.64
PED-00924,CLI-0040,2025-03-21,loja,casa,6,538.44,0,3230.64
PED-00925,CLI-0358,2025-05-10,marketplace,livros,5,69.52,0,347.6
PED-00926,CLI-0022,2026-08-18,loja,casa,4,246.69,10,888.08
PED-00927,CLI-0440,2026-04-30,site,eletrônicos,1,462.48,0,462.48
PED-00928,CLI-0199,2025-10-24,site,livros,2,218.05,10,392.49
PED-00929,CLI-0376,2025-01-07,site,casa,6,323.88,15,1651.79
PED-00930,CLI-0157,2025-02-11,app,eletrônicos,4,66.54,10,239.54
PED-00931,CLI-0348,2026-02-16,app,esporte,5,389.41,0,1947.05
PED-00932,CLI-0159,2025-04-23,site,livros,3,648.95,0,1946.85
PED-00933,CLI-0289,2025-09-09,app,eletrônicos,1,403.26,5,383.1
PED-00934,CLI-0408,2025-07-03,site,casa,4,286.59,0,1146.36
PED-00935,CLI-0365,2025-08-15,loja,beleza,2,271.88,5,516.57
PED-00936,CLI-0465,2025-01-23,loja,livros,4,500.11,0,2000.44
PED-00937,CLI-0056,2025-12-13,app,esporte,2,284.06,0,568.12
PED-00938,CLI-0322,2026-04-30,site,eletrônicos,6,54.3,5,309.51
PED-00939,CLI-0448,2025-01-08,marketplace,eletrônicos,3,588.96,20,1413.5
PED-00940,CLI-0078,2026-03-13,site,casa,5,19.73,5,93.72
PED-00941,CLI-0393,2025-03-27,marketplace,beleza,6,348.25,20,1671.6
PED-00942,CLI-0193,2025-07-27,app,casa,2,632.2,0,1264.4
PED-00943,CLI-0543,2025-01-18,loja,beleza,6,564.7,0,3388.2
PED-00944,CLI-0339,2025-11-24,marketplace,eletrônicos,1,568.39,5,539.97
PED-00945,CLI-0111,2026-03-29,app,eletrônicos,5,205.58,0,1027.9
PED-00946,CLI-0272,2025-06-01,marketplace,beleza,3,129.63,15,330.56
PED-00947,CLI-0114,2025-12-09,site,casa,6,605.04,0,3630.24
PED-00948,CLI-0067,2025-02-05,loja,livros,3,61.5,20,147.6
PED-00949,CLI-0101,2026-07-12,site,beleza,5,38.72,0,193.6
PED-00950,CLI-0374,2025-08-15,app,casa,2,197.76,20,316.42
PED-00951,CLI-0324,2026-03-03,marketplace,livros,2,500.82,0,1001.64
PED-00952,CLI-0055,2025-11-06,site,beleza,2,312.17,20,499.47
PED-00953,CLI-0270,2026-07-08,app,esporte,3,93.54,20,224.5
PED-00954,CLI-0099,2026-04-05,marketplace,eletrônicos,1,422.35,0,422.35
PED-00955,CLI-0189,2025-10-04,loja,beleza,4,56.86,20,181.95
PED-00956,CLI-0230,2025-06-23,app,beleza,5,585.87,20,2343.48
PED-00957,CLI-0553,2026-04-27,loja,esporte,1,301.82,20,241.46
PED-00958,CLI-0456,2026-06-26,loja,eletrônicos,1,304.94,10,274.45
PED-00959,CLI-0243,2025-12-30,app,eletrônicos,5,77.66,15,330.05
PED-00960,CLI-0372,2025-03-12,site,esporte,1,451.32,15,383.62
PED-00961,CLI-0076,2026-07-16,marketplace,beleza,2,174.32,15,296.34
PED-00962,CLI-0029,2025-08-05,loja,livros,4,199.71,5,758.9
PED-00963,CLI-0304,2025-02-14,loja,casa,4,239.44,15,814.1
PED-00964,CLI-0378,2025-12-09,marketplace,eletrônicos,5,146.06,20,584.24
PED-00965,CLI-0591,2026-05-25,loja,esporte,4,564.68,0,2258.72
PED-00966,CLI-0329,2025-07-04,marketplace,casa,1,314.39,15,267.23
PED-00967,CLI-0164,2025-07-06,marketplace,eletrônicos,4,87.94,15,299.0
PED-00968,CLI-0067,2025-05-12,site,beleza,6,433.63,20,2081.42
PED-00969,CLI-0121,2026-03-23,site,beleza,5,561.99,0,2809.95
PED-00970,CLI-0070,2025-08-14,loja,beleza,4,547.89,10,1972.4
PED-00971,CLI-0051,2025-01-04,site,casa,5,60.5,5,287.38
PED-00972,CLI-0173,2025-05-20,site,livros,4,454.27,15,1544.52
PED-00973,CLI-0508,2026-06-21,site,eletrônicos,4,311.84,5,1184.99
PED-00974,CLI-0395,2025-10-12,app,eletrônicos,6,390.04,0,2340.24
PED-00975,CLI-0411,2025-04-18,loja,esporte,5,230.26,15,978.6
PED-00976,CLI-0326,2025-01-29,loja,esporte,4,302.15,15,1027.31
PED-00977,CLI-0172,2026-07-31,app,eletrônicos,6,88.83,10,479.68
PED-00978,CLI-0411,2025-12-29,app,beleza,1,631.63,0,631.63
PED-00979,CLI-0179,2026-04-16,loja,eletrônicos,3,479.74,20,1151.38
PED-00980,CLI-0479,2025-02-19,loja,beleza,4,243.58,5,925.6
PED-00981,CLI-0555,2026-03-03,site,beleza,6,316.86,0,1901.16
PED-00982,CLI-0509,2025-05-14,loja,beleza,6,89.42,15,456.04
PED-00983,CLI-0245,2026-04-06,loja,beleza,3,333.45,10,900.31
PED-00984,CLI-0550,2025-12-08,app,livros,6,365.64,0,2193.84
PED-00985,CLI-0128,2026-01-31,app,livros,5,383.73,5,1822.72
PED-00986,CLI-0205,2025-05-29,site,esporte,1,550.37,10,495.33
PED-00987,CLI-0153,2025-09-18,marketplace,esporte,4,422.74,0,1690.96
PED-00988,CLI-0600,2025-04-25,app,casa,5,74.28,5,352.83
PED-00989,CLI-0079,2026-01-14,app,beleza,2,446.65,0,893.3
PED-00990,CLI-0403,2026-05-05,app,beleza,5,154.99,0,774.95
PED-00991,CLI-0340,2026-05-04,app,esporte,3,164.71,0,494.13
PED-00992,CLI-0284,2025-06-25,marketplace,livros,1,103.79,15,88.22
PED-00993,CLI-0572,2026-05-07,app,esporte,5,96.3,0,481.5
PED-00994,CLI-0463,2025-07-21,app,beleza,3,489.48,0,1468.44
PED-00995,CLI-0085,2025-06-19,marketplace,esporte,2,104.87,0,209.74
PED-00996,CLI-0251,2026-06-07,loja,esporte,4,230.13,0,920.52
PED-00997,CLI-0334,2026-01-18,marketplace,esporte,6,427.77,0,2566.62
PED-00998,CLI-0209,2026-05-10,site,casa,5,67.85,0,339.25
PED-00999,CLI-0212,2025-11-05,loja,casa,2,208.74,0,417.48
PED-01000,CLI-0339,2026-05-30,marketplace,livros,6,66.34,15,338.33
