cliente_id,cidade,plano,canal_aquisicao,mensalidade,nps,chamados_90d,atraso_dias,tempo_cliente_meses,data_ativacao,churn,data_cancelamento,motivo_cancelamento,status_atual
CLI-0531,Salvador,Casa 300,loja,114.62,5,3,5,31,2024-01-05,0,,,ativo
CLI-0532,Feira de Santana,Família 500,site,143.86,3,2,0,17,2025-02-14,1,2026-07-23,atendimento,cancelado
CLI-0533,Feira de Santana,Empresa 1000,telefone,321.19,7,0,0,15,2025-05-01,0,,,ativo
CLI-0534,Ilhéus,Empresa 1000,telefone,285.49,8,0,0,21,2024-11-08,0,,,ativo
CLI-0535,Salvador,Família 500,site,155.16,10,0,5,10,2025-09-22,0,,,ativo
CLI-0536,Feira de Santana,Casa 300,telefone,105.51,9,5,0,46,2022-09-27,0,,,ativo
CLI-0537,Ilhéus,Casa 300,indicação,121.27,10,1,0,2,2026-05-14,0,,,ativo
CLI-0538,Salvador,Empresa 1000,site,325.91,5,4,0,24,2024-08-05,0,,,ativo
CLI-0539,Eunápolis,Família 500,telefone,167.32,7,0,0,36,2023-08-11,0,,,ativo
CLI-0540,Eunápolis,Empresa 1000,telefone,308.78,8,0,5,19,2024-12-31,0,,,ativo
CLI-0541,Vitória da Conquista,Casa 300,site,105.36,4,1,20,49,2022-06-26,0,,,ativo
CLI-0542,Ilhéus,Básico 100,indicação,75.94,8,4,35,2,2026-05-28,0,,,ativo
CLI-0543,Feira de Santana,Gamer 700,site,188.99,7,2,0,43,2023-01-01,0,,,ativo
CLI-0544,Vitória da Conquista,Casa 300,site,108.98,6,0,35,22,2024-09-18,0,,,ativo
CLI-0545,Salvador,Básico 100,site,73.84,7,1,0,3,2026-04-13,0,,,ativo
CLI-0546,Salvador,Básico 100,loja,81.92,7,0,5,4,2026-03-08,0,,,ativo
CLI-0547,Vitória da Conquista,Empresa 1000,indicação,322.68,0,6,10,5,2026-02-16,0,,,ativo
CLI-0548,Feira de Santana,Casa 300,telefone,113.08,7,0,35,28,2024-03-17,0,,,ativo
CLI-0549,Vitória da Conquista,Casa 300,telefone,111.66,7,3,5,23,2024-09-08,0,,,ativo
CLI-0550,Feira de Santana,Básico 100,indicação,77.82,7,4,10,42,2023-02-13,0,,,ativo
CLI-0551,Eunápolis,Família 500,indicação,164.93,3,0,0,21,2024-10-16,0,,,ativo
CLI-0552,Eunápolis,Casa 300,site,110.65,6,1,0,29,2024-03-02,0,,,ativo
CLI-0553,Eunápolis,Gamer 700,site,217.67,6,0,10,16,2025-03-24,0,,,ativo
CLI-0554,Eunápolis,Casa 300,indicação,105.24,7,0,10,16,2025-03-31,0,,,ativo
CLI-0555,Feira de Santana,Básico 100,indicação,75.01,8,0,0,40,2023-03-23,0,,,ativo
CLI-0556,Eunápolis,Básico 100,telefone,76.06,7,4,5,35,2023-08-21,0,,,ativo
CLI-0557,Ilhéus,Básico 100,indicação,87.09,7,3,0,22,2024-10-09,0,,,ativo
CLI-0558,Salvador,Família 500,loja,158.46,5,1,20,16,2025-03-29,0,,,ativo
CLI-0559,Feira de Santana,Empresa 1000,loja,311.52,9,2,0,11,2025-08-18,0,,,ativo
CLI-0560,Salvador,Casa 300,indicação,101.3,6,4,10,45,2022-11-12,0,,,ativo
CLI-0561,Feira de Santana,Família 500,loja,161.02,3,2,0,17,2025-03-06,0,,,ativo
CLI-0562,Ilhéus,Básico 100,indicação,75.17,8,2,0,45,2022-11-01,0,,,ativo
CLI-0563,Eunápolis,Família 500,site,151.66,10,3,0,25,2024-06-18,0,,,ativo
CLI-0564,Vitória da Conquista,Família 500,telefone,154.06,3,1,0,27,2024-04-28,0,,,ativo
CLI-0565,Salvador,Casa 300,telefone,108.36,7,2,35,33,2023-10-18,1,2026-06-14,instabilidade,cancelado
CLI-0566,Vitória da Conquista,Família 500,loja,154.48,10,1,0,29,2024-02-28,0,,,ativo
CLI-0567,Feira de Santana,Gamer 700,loja,202.71,4,3,0,9,2025-10-29,0,,,ativo
CLI-0568,Feira de Santana,Empresa 1000,indicação,297.38,7,3,0,27,2024-04-14,0,,,ativo
CLI-0569,Ilhéus,Família 500,site,162.21,6,4,0,7,2025-12-22,0,,,ativo
CLI-0570,Eunápolis,Empresa 1000,telefone,296.96,9,2,35,22,2024-10-10,0,,,ativo
CLI-0571,Eunápolis,Gamer 700,telefone,207.22,4,4,0,27,2024-05-11,1,2026-07-09,instabilidade,cancelado
CLI-0572,Vitória da Conquista,Empresa 1000,indicação,286.45,3,4,0,30,2024-01-24,0,,,ativo
CLI-0573,Salvador,Família 500,site,138.04,2,2,0,32,2023-12-08,0,,,ativo
CLI-0574,Eunápolis,Empresa 1000,loja,296.1,5,2,0,18,2025-01-15,0,,,ativo
CLI-0575,Feira de Santana,Família 500,indicação,139.58,2,4,0,3,2026-04-25,0,,,ativo
CLI-0576,Feira de Santana,Básico 100,loja,85.64,4,2,5,42,2023-01-29,0,,,ativo
CLI-0577,Vitória da Conquista,Família 500,telefone,151.75,8,0,35,20,2024-12-06,0,,,ativo
CLI-0578,Feira de Santana,Família 500,site,139.69,7,1,5,33,2023-11-11,0,,,ativo
CLI-0579,Vitória da Conquista,Básico 100,telefone,73.97,5,5,0,3,2026-04-18,0,,,ativo
CLI-0580,Eunápolis,Básico 100,telefone,79.9,7,0,5,20,2024-12-05,0,,,ativo
CLI-0581,Feira de Santana,Empresa 1000,site,279.93,6,2,20,29,2024-02-19,0,,,ativo
CLI-0582,Vitória da Conquista,Gamer 700,telefone,203.06,7,3,0,29,2024-03-07,0,,,ativo
CLI-0583,Feira de Santana,Empresa 1000,site,332.44,7,3,0,13,2025-07-03,0,,,ativo
CLI-0584,Ilhéus,Família 500,indicação,157.8,2,4,0,42,2023-01-22,0,,,ativo
CLI-0585,Salvador,Casa 300,telefone,108.93,6,1,10,11,2025-08-25,0,,,ativo
CLI-0586,Ilhéus,Gamer 700,indicação,208.52,7,1,10,19,2025-01-01,0,,,ativo
CLI-0587,Feira de Santana,Família 500,site,153.34,7,0,0,30,2024-01-31,0,,,ativo
CLI-0588,Vitória da Conquista,Família 500,indicação,159.79,8,3,0,9,2025-10-27,0,,,ativo
CLI-0589,Vitória da Conquista,Empresa 1000,telefone,317.22,9,4,0,29,2024-03-07,0,,,ativo
CLI-0590,Vitória da Conquista,Família 500,telefone,147.94,6,0,0,40,2023-04-13,0,,,ativo
CLI-0591,Salvador,Casa 300,site,108.82,7,0,20,1,2026-06-16,0,,,ativo
CLI-0592,Eunápolis,Gamer 700,loja,206.61,6,2,0,27,2024-05-12,1,2026-07-26,preço,cancelado
CLI-0593,Vitória da Conquista,Básico 100,site,82.41,3,4,0,25,2024-07-01,0,,,ativo
CLI-0594,Vitória da Conquista,Básico 100,site,81.82,7,1,5,30,2024-02-04,0,,,ativo
CLI-0595,Vitória da Conquista,Básico 100,telefone,75.64,8,1,60,46,2022-10-21,0,,,ativo
CLI-0596,Eunápolis,Básico 100,site,77.32,2,3,10,14,2025-06-01,0,,,ativo
CLI-0597,Vitória da Conquista,Gamer 700,telefone,185.39,7,0,20,20,2024-11-29,0,,,ativo
CLI-0598,Feira de Santana,Empresa 1000,indicação,322.64,6,3,60,37,2023-06-26,1,2026-07-19,preço,cancelado
CLI-0599,Vitória da Conquista,Gamer 700,loja,189.56,7,0,0,41,2023-03-10,0,,,ativo
CLI-0600,Ilhéus,Empresa 1000,site,302.57,4,4,35,7,2025-12-09,1,2026-06-12,mudança,cancelado
