pagamento_id,cliente_id,data_vencimento,data_pagamento,valor,status
PAG-003326,CLI-0308,2026-06-02,2026-06-16,148.03,pago
PAG-003327,CLI-0308,2026-05-03,2026-04-30,148.03,pago
PAG-003328,CLI-0308,2026-04-03,2026-04-19,148.03,pago
PAG-003329,CLI-0308,2026-03-04,2026-03-03,148.03,pago
PAG-003330,CLI-0308,2026-02-02,2026-02-04,148.03,pago
PAG-003331,CLI-0308,2026-01-03,2026-01-05,148.03,pago
PAG-003332,CLI-0308,2025-12-04,2025-12-18,148.03,pago
PAG-003333,CLI-0308,2025-11-04,2025-11-21,148.03,pago
PAG-003334,CLI-0308,2025-10-05,2025-10-12,148.03,pago
PAG-003335,CLI-0308,2025-09-05,2025-09-15,148.03,pago
PAG-003336,CLI-0309,2026-08-01,2026-08-11,76.19,pago
PAG-003337,CLI-0309,2026-07-02,2026-07-02,76.19,pago
PAG-003338,CLI-0309,2026-06-02,,76.19,pendente
PAG-003339,CLI-0309,2026-05-03,2026-05-04,76.19,pago
PAG-003340,CLI-0309,2026-04-03,2026-04-12,76.19,pago
PAG-003341,CLI-0309,2026-03-04,2026-03-09,76.19,pago
PAG-003342,CLI-0309,2026-02-02,2026-02-12,76.19,pago
PAG-003343,CLI-0309,2026-01-03,2026-01-16,76.19,pago
PAG-003344,CLI-0309,2025-12-04,2025-12-16,76.19,pago
PAG-003345,CLI-0309,2025-11-04,2025-11-10,76.19,pago
PAG-003346,CLI-0309,2025-10-05,2025-10-02,76.19,pago
PAG-003347,CLI-0309,2025-09-05,2025-09-12,76.19,pago
PAG-003348,CLI-0310,2026-08-01,2026-07-30,121.58,pago
PAG-003349,CLI-0310,2026-07-02,2026-07-16,121.58,pago
PAG-003350,CLI-0310,2026-06-02,2026-06-01,121.58,pago
PAG-003351,CLI-0310,2026-05-03,2026-05-17,121.58,pago
PAG-003352,CLI-0310,2026-04-03,2026-04-17,121.58,pago
PAG-003353,CLI-0310,2026-03-04,2026-03-18,121.58,pago
PAG-003354,CLI-0310,2026-02-02,2026-02-02,121.58,pago
PAG-003355,CLI-0310,2026-01-03,2026-01-01,121.58,pago
PAG-003356,CLI-0310,2025-12-04,2025-12-14,121.58,pago
PAG-003357,CLI-0310,2025-11-04,2025-11-11,121.58,pago
PAG-003358,CLI-0310,2025-10-05,2025-10-03,121.58,pago
PAG-003359,CLI-0310,2025-09-05,2025-09-05,121.58,pago
PAG-003360,CLI-0311,2026-08-01,2026-08-01,278.46,pago
PAG-003361,CLI-0312,2026-08-01,2026-07-30,183.97,pago
PAG-003362,CLI-0312,2026-07-02,2026-07-06,183.97,pago
PAG-003363,CLI-0312,2026-06-02,2026-06-01,183.97,pago
PAG-003364,CLI-0312,2026-05-03,2026-05-04,183.97,pago
PAG-003365,CLI-0312,2026-04-03,2026-04-08,183.97,pago
PAG-003366,CLI-0312,2026-03-04,2026-03-19,183.97,pago
PAG-003367,CLI-0312,2026-02-02,,183.97,pendente
PAG-003368,CLI-0312,2026-01-03,2026-01-03,183.97,pago
PAG-003369,CLI-0312,2025-12-04,2025-12-01,183.97,pago
PAG-003370,CLI-0312,2025-11-04,2025-11-11,183.97,pago
PAG-003371,CLI-0312,2025-10-05,2025-10-06,183.97,pago
PAG-003372,CLI-0312,2025-09-05,2025-09-22,183.97,pago
PAG-003373,CLI-0313,2026-08-01,2026-08-13,79.56,pago
PAG-003374,CLI-0313,2026-07-02,2026-07-15,79.56,pago
PAG-003375,CLI-0313,2026-06-02,2026-06-13,79.56,pago
PAG-003376,CLI-0313,2026-05-03,2026-05-20,79.56,pago
PAG-003377,CLI-0313,2026-04-03,2026-04-06,79.56,pago
PAG-003378,CLI-0313,2026-03-04,2026-03-09,79.56,pago
PAG-003379,CLI-0313,2026-02-02,2026-02-11,79.56,pago
PAG-003380,CLI-0313,2026-01-03,2026-01-15,79.56,pago
PAG-003381,CLI-0313,2025-12-04,2025-12-05,79.56,pago
PAG-003382,CLI-0313,2025-11-04,,79.56,pendente
PAG-003383,CLI-0313,2025-10-05,2025-10-17,79.56,pago
PAG-003384,CLI-0313,2025-09-05,2025-09-19,79.56,pago
PAG-003385,CLI-0314,2026-08-01,2026-08-15,291.96,pago
PAG-003386,CLI-0314,2026-07-02,2026-07-09,291.96,pago
PAG-003387,CLI-0314,2026-06-02,,291.96,pendente
PAG-003388,CLI-0314,2026-05-03,2026-05-03,291.96,pago
PAG-003389,CLI-0314,2026-04-03,2026-04-13,291.96,pago
PAG-003390,CLI-0314,2026-03-04,2026-03-09,291.96,pago
PAG-003391,CLI-0314,2026-02-02,2026-02-19,291.96,pago
PAG-003392,CLI-0314,2026-01-03,2026-01-19,291.96,pago
PAG-003393,CLI-0314,2025-12-04,2025-12-12,291.96,pago
PAG-003394,CLI-0314,2025-11-04,2025-11-16,291.96,pago
PAG-003395,CLI-0314,2025-10-05,2025-10-09,291.96,pago
PAG-003396,CLI-0314,2025-09-05,2025-09-12,291.96,pago
PAG-003397,CLI-0315,2026-08-01,2026-08-05,152.69,pago
PAG-003398,CLI-0315,2026-07-02,2026-07-01,152.69,pago
PAG-003399,CLI-0315,2026-06-02,2026-06-18,152.69,pago
PAG-003400,CLI-0315,2026-05-03,2026-05-20,152.69,pago
PAG-003401,CLI-0315,2026-04-03,2026-04-07,152.69,pago
PAG-003402,CLI-0315,2026-03-04,,152.69,pendente
PAG-003403,CLI-0315,2026-02-02,2026-02-16,152.69,pago
PAG-003404,CLI-0315,2026-01-03,2025-12-31,152.69,pago
PAG-003405,CLI-0315,2025-12-04,2025-12-16,152.69,pago
PAG-003406,CLI-0315,2025-11-04,2025-11-07,152.69,pago
PAG-003407,CLI-0315,2025-10-05,2025-10-12,152.69,pago
PAG-003408,CLI-0315,2025-09-05,2025-09-18,152.69,pago
PAG-003409,CLI-0316,2026-08-01,2026-08-05,275.91,pago
PAG-003410,CLI-0316,2026-07-02,2026-07-04,275.91,pago
PAG-003411,CLI-0316,2026-06-02,2026-06-05,275.91,pago
PAG-003412,CLI-0316,2026-05-03,2026-05-09,275.91,pago
PAG-003413,CLI-0316,2026-04-03,2026-04-21,275.91,pago
PAG-003414,CLI-0316,2026-03-04,2026-03-20,275.91,pago
PAG-003415,CLI-0316,2026-02-02,2026-02-02,275.91,pago
PAG-003416,CLI-0316,2026-01-03,2026-01-06,275.91,pago
PAG-003417,CLI-0316,2025-12-04,2025-12-10,275.91,pago
PAG-003418,CLI-0316,2025-11-04,2025-11-14,275.91,pago
PAG-003419,CLI-0316,2025-10-05,2025-10-04,275.91,pago
PAG-003420,CLI-0316,2025-09-05,2025-09-07,275.91,pago
PAG-003421,CLI-0317,2026-08-01,2026-08-17,198.88,pago
PAG-003422,CLI-0317,2026-07-02,2026-07-13,198.88,pago
PAG-003423,CLI-0317,2026-06-02,2026-06-07,198.88,pago
PAG-003424,CLI-0317,2026-05-03,2026-04-30,198.88,pago
PAG-003425,CLI-0317,2026-04-03,,198.88,pendente
PAG-003426,CLI-0317,2026-03-04,2026-03-18,198.88,pago
PAG-003427,CLI-0317,2026-02-02,2026-02-01,198.88,pago
PAG-003428,CLI-0317,2026-01-03,2026-01-03,198.88,pago
PAG-003429,CLI-0317,2025-12-04,2025-12-05,198.88,pago
PAG-003430,CLI-0317,2025-11-04,2025-11-08,198.88,pago
PAG-003431,CLI-0317,2025-10-05,2025-10-19,198.88,pago
PAG-003432,CLI-0317,2025-09-05,2025-09-05,198.88,pago
PAG-003433,CLI-0318,2026-08-01,2026-08-17,279.08,pago
PAG-003434,CLI-0318,2026-07-02,2026-07-01,279.08,pago
PAG-003435,CLI-0318,2026-06-02,2026-06-16,279.08,pago
PAG-003436,CLI-0318,2026-05-03,2026-05-16,279.08,pago
PAG-003437,CLI-0318,2026-04-03,2026-04-08,279.08,pago
PAG-003438,CLI-0318,2026-03-04,2026-03-18,279.08,pago
PAG-003439,CLI-0318,2026-02-02,2026-02-04,279.08,pago
PAG-003440,CLI-0318,2026-01-03,2026-01-15,279.08,pago
PAG-003441,CLI-0318,2025-12-04,2025-12-07,279.08,pago
PAG-003442,CLI-0318,2025-11-04,2025-11-08,279.08,pago
PAG-003443,CLI-0318,2025-10-05,2025-10-04,279.08,pago
PAG-003444,CLI-0318,2025-09-05,2025-09-21,279.08,pago
PAG-003445,CLI-0319,2026-08-01,2026-08-19,213.4,pago
PAG-003446,CLI-0319,2026-07-02,2026-07-14,213.4,pago
PAG-003447,CLI-0319,2026-06-02,2026-06-15,213.4,pago
PAG-003448,CLI-0319,2026-05-03,2026-05-02,213.4,pago
PAG-003449,CLI-0319,2026-04-03,2026-04-09,213.4,pago
PAG-003450,CLI-0320,2026-08-01,2026-08-06,298.67,pago
PAG-003451,CLI-0320,2026-07-02,2026-07-09,298.67,pago
PAG-003452,CLI-0320,2026-06-02,2026-05-31,298.67,pago
PAG-003453,CLI-0320,2026-05-03,2026-05-05,298.67,pago
PAG-003454,CLI-0320,2026-04-03,2026-04-12,298.67,pago
PAG-003455,CLI-0320,2026-03-04,2026-03-18,298.67,pago
PAG-003456,CLI-0320,2026-02-02,2026-02-19,298.67,pago
PAG-003457,CLI-0320,2026-01-03,2026-01-13,298.67,pago
PAG-003458,CLI-0320,2025-12-04,2025-12-14,298.67,pago
PAG-003459,CLI-0320,2025-11-04,2025-11-20,298.67,pago
PAG-003460,CLI-0320,2025-10-05,2025-10-21,298.67,pago
PAG-003461,CLI-0320,2025-09-05,2025-09-02,298.67,pago
PAG-003462,CLI-0321,2026-08-01,,283.45,pendente
PAG-003463,CLI-0321,2026-07-02,2026-07-03,283.45,pago
PAG-003464,CLI-0321,2026-06-02,2026-06-03,283.45,pago
PAG-003465,CLI-0321,2026-05-03,2026-05-19,283.45,pago
PAG-003466,CLI-0321,2026-04-03,2026-04-05,283.45,pago
PAG-003467,CLI-0321,2026-03-04,2026-03-21,283.45,pago
PAG-003468,CLI-0321,2026-02-02,2026-02-08,283.45,pago
PAG-003469,CLI-0321,2026-01-03,2026-01-05,283.45,pago
PAG-003470,CLI-0321,2025-12-04,,283.45,pendente
PAG-003471,CLI-0321,2025-11-04,2025-11-05,283.45,pago
PAG-003472,CLI-0321,2025-10-05,2025-10-18,283.45,pago
PAG-003473,CLI-0321,2025-09-05,2025-09-05,283.45,pago
PAG-003474,CLI-0322,2026-08-01,2026-08-04,164.09,pago
PAG-003475,CLI-0322,2026-07-02,2026-07-05,164.09,pago
PAG-003476,CLI-0322,2026-06-02,2026-06-10,164.09,pago
PAG-003477,CLI-0322,2026-05-03,2026-05-16,164.09,pago
PAG-003478,CLI-0322,2026-04-03,2026-04-10,164.09,pago
PAG-003479,CLI-0322,2026-03-04,2026-03-04,164.09,pago
PAG-003480,CLI-0322,2026-02-02,2026-02-06,164.09,pago
PAG-003481,CLI-0322,2026-01-03,2026-01-03,164.09,pago
PAG-003482,CLI-0322,2025-12-04,,164.09,pendente
PAG-003483,CLI-0322,2025-11-04,2025-11-15,164.09,pago
PAG-003484,CLI-0322,2025-10-05,2025-10-05,164.09,pago
PAG-003485,CLI-0322,2025-09-05,2025-09-21,164.09,pago
PAG-003486,CLI-0323,2026-08-01,2026-07-29,114.97,pago
PAG-003487,CLI-0323,2026-07-02,2026-06-29,114.97,pago
PAG-003488,CLI-0323,2026-06-02,2026-06-09,114.97,pago
PAG-003489,CLI-0323,2026-05-03,2026-05-03,114.97,pago
PAG-003490,CLI-0323,2026-04-03,2026-04-19,114.97,pago
PAG-003491,CLI-0323,2026-03-04,2026-03-01,114.97,pago
PAG-003492,CLI-0323,2026-02-02,2026-02-11,114.97,pago
PAG-003493,CLI-0323,2026-01-03,2026-01-20,114.97,pago
PAG-003494,CLI-0323,2025-12-04,2025-12-09,114.97,pago
PAG-003495,CLI-0323,2025-11-04,2025-11-20,114.97,pago
PAG-003496,CLI-0323,2025-10-05,2025-10-15,114.97,pago
PAG-003497,CLI-0323,2025-09-05,2025-09-21,114.97,pago
PAG-003498,CLI-0324,2026-08-01,2026-08-08,104.05,pago
PAG-003499,CLI-0324,2026-07-02,2026-07-01,104.05,pago
PAG-003500,CLI-0324,2026-06-02,2026-05-31,104.05,pago
PAG-003501,CLI-0324,2026-05-03,2026-05-09,104.05,pago
PAG-003502,CLI-0324,2026-04-03,2026-04-17,104.05,pago
PAG-003503,CLI-0324,2026-03-04,2026-03-02,104.05,pago
PAG-003504,CLI-0324,2026-02-02,2026-02-19,104.05,pago
PAG-003505,CLI-0324,2026-01-03,,104.05,pendente
PAG-003506,CLI-0324,2025-12-04,2025-12-08,104.05,pago
PAG-003507,CLI-0324,2025-11-04,2025-11-13,104.05,pago
PAG-003508,CLI-0324,2025-10-05,2025-10-03,104.05,pago
PAG-003509,CLI-0324,2025-09-05,2025-09-05,104.05,pago
PAG-003510,CLI-0325,2026-08-01,2026-08-01,88.51,pago
PAG-003511,CLI-0325,2026-07-02,2026-07-05,88.51,pago
PAG-003512,CLI-0325,2026-06-02,2026-06-09,88.51,pago
PAG-003513,CLI-0325,2026-05-03,2026-05-13,88.51,pago
PAG-003514,CLI-0325,2026-04-03,2026-04-05,88.51,pago
PAG-003515,CLI-0325,2026-03-04,2026-03-04,88.51,pago
PAG-003516,CLI-0325,2026-02-02,2026-02-14,88.51,pago
PAG-003517,CLI-0325,2026-01-03,2026-01-17,88.51,pago
PAG-003518,CLI-0325,2025-12-04,2025-12-05,88.51,pago
PAG-003519,CLI-0326,2026-08-01,,293.33,pendente
PAG-003520,CLI-0326,2026-07-02,2026-07-17,293.33,pago
PAG-003521,CLI-0326,2026-06-02,2026-06-01,293.33,pago
PAG-003522,CLI-0326,2026-05-03,2026-05-09,293.33,pago
PAG-003523,CLI-0326,2026-04-03,2026-03-31,293.33,pago
PAG-003524,CLI-0326,2026-03-04,2026-03-15,293.33,pago
PAG-003525,CLI-0326,2026-02-02,2026-02-17,293.33,pago
PAG-003526,CLI-0326,2026-01-03,2026-01-12,293.33,pago
PAG-003527,CLI-0326,2025-12-04,2025-12-19,293.33,pago
PAG-003528,CLI-0326,2025-11-04,2025-11-21,293.33,pago
PAG-003529,CLI-0326,2025-10-05,2025-10-21,293.33,pago
PAG-003530,CLI-0326,2025-09-05,2025-09-14,293.33,pago
PAG-003531,CLI-0327,2026-08-01,2026-08-07,140.6,pago
PAG-003532,CLI-0327,2026-07-02,2026-07-05,140.6,pago
PAG-003533,CLI-0327,2026-06-02,2026-06-05,140.6,pago
PAG-003534,CLI-0327,2026-05-03,2026-05-07,140.6,pago
PAG-003535,CLI-0327,2026-04-03,2026-04-04,140.6,pago
PAG-003536,CLI-0327,2026-03-04,2026-03-14,140.6,pago
PAG-003537,CLI-0327,2026-02-02,2026-02-16,140.6,pago
PAG-003538,CLI-0327,2026-01-03,2026-01-01,140.6,pago
PAG-003539,CLI-0327,2025-12-04,2025-12-01,140.6,pago
PAG-003540,CLI-0327,2025-11-04,2025-11-16,140.6,pago
PAG-003541,CLI-0327,2025-10-05,2025-10-22,140.6,pago
PAG-003542,CLI-0327,2025-09-05,2025-09-15,140.6,pago
PAG-003543,CLI-0328,2026-08-01,2026-07-29,85.48,pago
PAG-003544,CLI-0328,2026-07-02,2026-07-12,85.48,pago
PAG-003545,CLI-0328,2026-06-02,2026-06-02,85.48,pago
PAG-003546,CLI-0328,2026-05-03,2026-05-18,85.48,pago
PAG-003547,CLI-0328,2026-04-03,2026-04-10,85.48,pago
PAG-003548,CLI-0328,2026-03-04,,85.48,pendente
PAG-003549,CLI-0328,2026-02-02,2026-02-03,85.48,pago
PAG-003550,CLI-0328,2026-01-03,2026-01-11,85.48,pago
PAG-003551,CLI-0328,2025-12-04,2025-12-05,85.48,pago
PAG-003552,CLI-0328,2025-11-04,2025-11-09,85.48,pago
PAG-003553,CLI-0328,2025-10-05,2025-10-19,85.48,pago
PAG-003554,CLI-0328,2025-09-05,2025-09-14,85.48,pago
PAG-003555,CLI-0329,2026-08-01,2026-08-03,138.36,pago
PAG-003556,CLI-0329,2026-07-02,2026-07-06,138.36,pago
PAG-003557,CLI-0329,2026-06-02,,138.36,pendente
PAG-003558,CLI-0329,2026-05-03,2026-05-16,138.36,pago
PAG-003559,CLI-0329,2026-04-03,2026-04-12,138.36,pago
PAG-003560,CLI-0329,2026-03-04,2026-03-13,138.36,pago
PAG-003561,CLI-0329,2026-02-02,,138.36,pendente
PAG-003562,CLI-0329,2026-01-03,,138.36,pendente
PAG-003563,CLI-0329,2025-12-04,2025-12-13,138.36,pago
PAG-003564,CLI-0329,2025-11-04,2025-11-03,138.36,pago
PAG-003565,CLI-0329,2025-10-05,2025-10-08,138.36,pago
PAG-003566,CLI-0329,2025-09-05,2025-09-12,138.36,pago
PAG-003567,CLI-0330,2026-08-01,,81.94,pendente
PAG-003568,CLI-0330,2026-07-02,2026-07-03,81.94,pago
PAG-003569,CLI-0330,2026-06-02,2026-06-12,81.94,pago
PAG-003570,CLI-0330,2026-05-03,2026-05-19,81.94,pago
PAG-003571,CLI-0331,2026-08-01,2026-08-12,117.5,pago
PAG-003572,CLI-0331,2026-07-02,2026-07-01,117.5,pago
PAG-003573,CLI-0331,2026-06-02,2026-06-05,117.5,pago
PAG-003574,CLI-0331,2026-05-03,2026-05-05,117.5,pago
PAG-003575,CLI-0331,2026-04-03,2026-04-02,117.5,pago
PAG-003576,CLI-0331,2026-03-04,2026-03-01,117.5,pago
PAG-003577,CLI-0331,2026-02-02,2026-02-06,117.5,pago
PAG-003578,CLI-0331,2026-01-03,2026-01-07,117.5,pago
PAG-003579,CLI-0331,2025-12-04,2025-12-22,117.5,pago
PAG-003580,CLI-0331,2025-11-04,2025-11-15,117.5,pago
PAG-003581,CLI-0331,2025-10-05,2025-10-20,117.5,pago
PAG-003582,CLI-0331,2025-09-05,2025-09-14,117.5,pago
PAG-003583,CLI-0332,2026-08-01,2026-08-03,74.7,pago
PAG-003584,CLI-0332,2026-07-02,2026-07-04,74.7,pago
PAG-003585,CLI-0332,2026-06-02,2026-06-14,74.7,pago
PAG-003586,CLI-0332,2026-05-03,2026-05-18,74.7,pago
PAG-003587,CLI-0332,2026-04-03,2026-04-05,74.7,pago
PAG-003588,CLI-0332,2026-03-04,2026-03-07,74.7,pago
PAG-003589,CLI-0332,2026-02-02,2026-02-12,74.7,pago
PAG-003590,CLI-0332,2026-01-03,2026-01-17,74.7,pago
PAG-003591,CLI-0332,2025-12-04,2025-12-16,74.7,pago
PAG-003592,CLI-0332,2025-11-04,2025-11-22,74.7,pago
PAG-003593,CLI-0332,2025-10-05,2025-10-09,74.7,pago
PAG-003594,CLI-0332,2025-09-05,2025-09-09,74.7,pago
PAG-003595,CLI-0333,2026-08-01,2026-08-16,308.51,pago
PAG-003596,CLI-0333,2026-07-02,2026-07-19,308.51,pago
PAG-003597,CLI-0333,2026-06-02,2026-06-20,308.51,pago
PAG-003598,CLI-0333,2026-05-03,2026-05-03,308.51,pago
PAG-003599,CLI-0333,2026-04-03,2026-04-01,308.51,pago
PAG-003600,CLI-0333,2026-03-04,2026-03-16,308.51,pago
PAG-003601,CLI-0333,2026-02-02,2026-02-11,308.51,pago
PAG-003602,CLI-0333,2026-01-03,2026-01-04,308.51,pago
PAG-003603,CLI-0333,2025-12-04,2025-12-01,308.51,pago
PAG-003604,CLI-0333,2025-11-04,2025-11-01,308.51,pago
PAG-003605,CLI-0333,2025-10-05,2025-10-06,308.51,pago
PAG-003606,CLI-0333,2025-09-05,2025-09-07,308.51,pago
PAG-003607,CLI-0334,2026-08-01,,115.92,pendente
PAG-003608,CLI-0334,2026-07-02,2026-06-30,115.92,pago
PAG-003609,CLI-0334,2026-06-02,2026-06-06,115.92,pago
PAG-003610,CLI-0334,2026-05-03,2026-05-17,115.92,pago
PAG-003611,CLI-0334,2026-04-03,2026-04-19,115.92,pago
PAG-003612,CLI-0334,2026-03-04,2026-03-09,115.92,pago
PAG-003613,CLI-0334,2026-02-02,2026-02-08,115.92,pago
PAG-003614,CLI-0334,2026-01-03,2026-01-09,115.92,pago
PAG-003615,CLI-0334,2025-12-04,2025-12-11,115.92,pago
PAG-003616,CLI-0334,2025-11-04,2025-11-20,115.92,pago
PAG-003617,CLI-0334,2025-10-05,2025-10-22,115.92,pago
PAG-003618,CLI-0334,2025-09-05,2025-09-04,115.92,pago
PAG-003619,CLI-0335,2026-08-01,2026-08-11,166.76,pago
PAG-003620,CLI-0335,2026-07-02,2026-07-03,166.76,pago
PAG-003621,CLI-0335,2026-06-02,2026-06-03,166.76,pago
PAG-003622,CLI-0335,2026-05-03,2026-05-18,166.76,pago
PAG-003623,CLI-0335,2026-04-03,2026-04-01,166.76,pago
PAG-003624,CLI-0335,2026-03-04,2026-03-18,166.76,pago
PAG-003625,CLI-0335,2026-02-02,2026-02-15,166.76,pago
PAG-003626,CLI-0335,2026-01-03,,166.76,pendente
PAG-003627,CLI-0335,2025-12-04,2025-12-22,166.76,pago
PAG-003628,CLI-0335,2025-11-04,2025-11-08,166.76,pago
PAG-003629,CLI-0335,2025-10-05,2025-10-10,166.76,pago
PAG-003630,CLI-0335,2025-09-05,2025-09-23,166.76,pago
PAG-003631,CLI-0336,2026-08-01,2026-08-02,158.46,pago
PAG-003632,CLI-0336,2026-07-02,2026-07-17,158.46,pago
PAG-003633,CLI-0336,2026-06-02,2026-06-11,158.46,pago
PAG-003634,CLI-0336,2026-05-03,2026-05-07,158.46,pago
PAG-003635,CLI-0336,2026-04-03,2026-04-06,158.46,pago
PAG-003636,CLI-0336,2026-03-04,2026-03-19,158.46,pago
PAG-003637,CLI-0336,2026-02-02,2026-02-09,158.46,pago
PAG-003638,CLI-0336,2026-01-03,2026-01-08,158.46,pago
PAG-003639,CLI-0336,2025-12-04,2025-12-22,158.46,pago
PAG-003640,CLI-0336,2025-11-04,2025-11-06,158.46,pago
PAG-003641,CLI-0336,2025-10-05,2025-10-12,158.46,pago
PAG-003642,CLI-0336,2025-09-05,2025-09-17,158.46,pago
PAG-003643,CLI-0337,2026-08-01,,122.4,pendente
PAG-003644,CLI-0337,2026-07-02,2026-07-15,122.4,pago
PAG-003645,CLI-0337,2026-06-02,2026-06-11,122.4,pago
PAG-003646,CLI-0337,2026-05-03,2026-05-17,122.4,pago
PAG-003647,CLI-0337,2026-04-03,2026-04-19,122.4,pago
PAG-003648,CLI-0337,2026-03-04,2026-03-16,122.4,pago
PAG-003649,CLI-0337,2026-02-02,2026-02-08,122.4,pago
PAG-003650,CLI-0337,2026-01-03,2026-01-07,122.4,pago
PAG-003651,CLI-0337,2025-12-04,,122.4,pendente
PAG-003652,CLI-0337,2025-11-04,2025-11-20,122.4,pago
PAG-003653,CLI-0337,2025-10-05,2025-10-23,122.4,pago
PAG-003654,CLI-0337,2025-09-05,2025-09-20,122.4,pago
PAG-003655,CLI-0338,2026-08-01,2026-08-01,76.14,pago
PAG-003656,CLI-0338,2026-07-02,2026-07-09,76.14,pago
PAG-003657,CLI-0338,2026-06-02,2026-06-05,76.14,pago
PAG-003658,CLI-0338,2026-05-03,2026-05-11,76.14,pago
PAG-003659,CLI-0338,2026-04-03,2026-04-06,76.14,pago
PAG-003660,CLI-0338,2026-03-04,2026-03-16,76.14,pago
PAG-003661,CLI-0338,2026-02-02,2026-02-15,76.14,pago
PAG-003662,CLI-0338,2026-01-03,2026-01-13,76.14,pago
PAG-003663,CLI-0339,2026-08-01,2026-08-19,222.28,pago
PAG-003664,CLI-0339,2026-07-02,2026-07-19,222.28,pago
PAG-003665,CLI-0339,2026-06-02,2026-06-17,222.28,pago
PAG-003666,CLI-0339,2026-05-03,2026-05-11,222.28,pago
PAG-003667,CLI-0339,2026-04-03,2026-04-10,222.28,pago
PAG-003668,CLI-0339,2026-03-04,2026-03-20,222.28,pago
PAG-003669,CLI-0339,2026-02-02,2026-02-15,222.28,pago
PAG-003670,CLI-0339,2026-01-03,2026-01-19,222.28,pago
PAG-003671,CLI-0339,2025-12-04,2025-12-03,222.28,pago
PAG-003672,CLI-0339,2025-11-04,2025-11-14,222.28,pago
PAG-003673,CLI-0339,2025-10-05,2025-10-02,222.28,pago
PAG-003674,CLI-0339,2025-09-05,2025-09-02,222.28,pago
PAG-003675,CLI-0340,2026-08-01,2026-07-30,79.46,pago
PAG-003676,CLI-0340,2026-07-02,2026-07-19,79.46,pago
PAG-003677,CLI-0340,2026-06-02,2026-06-16,79.46,pago
PAG-003678,CLI-0341,2026-08-01,2026-08-01,107.77,pago
PAG-003679,CLI-0341,2026-07-02,2026-07-05,107.77,pago
PAG-003680,CLI-0341,2026-06-02,2026-06-03,107.77,pago
PAG-003681,CLI-0341,2026-05-03,2026-05-04,107.77,pago
PAG-003682,CLI-0341,2026-04-03,2026-04-20,107.77,pago
PAG-003683,CLI-0341,2026-03-04,,107.77,pendente
PAG-003684,CLI-0341,2026-02-02,2026-02-01,107.77,pago
PAG-003685,CLI-0341,2026-01-03,2025-12-31,107.77,pago
PAG-003686,CLI-0341,2025-12-04,2025-12-17,107.77,pago
PAG-003687,CLI-0341,2025-11-04,2025-11-09,107.77,pago
PAG-003688,CLI-0341,2025-10-05,2025-10-08,107.77,pago
PAG-003689,CLI-0341,2025-09-05,2025-09-16,107.77,pago
PAG-003690,CLI-0342,2026-08-01,2026-08-09,160.9,pago
PAG-003691,CLI-0342,2026-07-02,2026-07-09,160.9,pago
PAG-003692,CLI-0343,2026-08-01,2026-08-05,152.41,pago
PAG-003693,CLI-0343,2026-07-02,2026-07-11,152.41,pago
PAG-003694,CLI-0343,2026-06-02,,152.41,pendente
PAG-003695,CLI-0343,2026-05-03,2026-05-14,152.41,pago
PAG-003696,CLI-0343,2026-04-03,2026-04-20,152.41,pago
PAG-003697,CLI-0343,2026-03-04,2026-03-03,152.41,pago
PAG-003698,CLI-0343,2026-02-02,2026-02-05,152.41,pago
PAG-003699,CLI-0343,2026-01-03,,152.41,pendente
PAG-003700,CLI-0343,2025-12-04,2025-12-07,152.41,pago
PAG-003701,CLI-0343,2025-11-04,2025-11-21,152.41,pago
PAG-003702,CLI-0343,2025-10-05,2025-10-07,152.41,pago
PAG-003703,CLI-0343,2025-09-05,2025-09-02,152.41,pago
PAG-003704,CLI-0344,2026-08-01,2026-08-16,155.2,pago
PAG-003705,CLI-0344,2026-07-02,2026-07-08,155.2,pago
PAG-003706,CLI-0344,2026-06-02,2026-06-16,155.2,pago
PAG-003707,CLI-0344,2026-05-03,2026-05-05,155.2,pago
PAG-003708,CLI-0344,2026-04-03,2026-04-11,155.2,pago
PAG-003709,CLI-0344,2026-03-04,2026-03-08,155.2,pago
PAG-003710,CLI-0344,2026-02-02,2026-02-16,155.2,pago
PAG-003711,CLI-0344,2026-01-03,2026-01-17,155.2,pago
PAG-003712,CLI-0344,2025-12-04,2025-12-09,155.2,pago
PAG-003713,CLI-0344,2025-11-04,2025-11-16,155.2,pago
PAG-003714,CLI-0344,2025-10-05,2025-10-16,155.2,pago
PAG-003715,CLI-0344,2025-09-05,2025-09-17,155.2,pago
PAG-003716,CLI-0345,2026-08-01,,106.54,pendente
PAG-003717,CLI-0345,2026-07-02,2026-07-02,106.54,pago
PAG-003718,CLI-0345,2026-06-02,,106.54,pendente
PAG-003719,CLI-0345,2026-05-03,2026-05-01,106.54,pago
PAG-003720,CLI-0345,2026-04-03,2026-04-05,106.54,pago
PAG-003721,CLI-0345,2026-03-04,,106.54,pendente
PAG-003722,CLI-0345,2026-02-02,,106.54,pendente
PAG-003723,CLI-0345,2026-01-03,2026-01-15,106.54,pago
PAG-003724,CLI-0345,2025-12-04,2025-12-22,106.54,pago
PAG-003725,CLI-0345,2025-11-04,2025-11-17,106.54,pago
PAG-003726,CLI-0345,2025-10-05,2025-10-20,106.54,pago
PAG-003727,CLI-0345,2025-09-05,2025-09-23,106.54,pago
