contrato_id,data_concessao,idade,renda_mensal,divida_atual,atrasos_12m,tempo_emprego_meses,valor_solicitado,taxa_juros_mensal,prazo_meses,default_90d
CRD-00647,2025-01-27,34,8833.44,12718.51,0,218,12508.98,4.47,18,0
CRD-00648,2025-04-28,36,17477.86,19354.81,0,163,7139.8,5.07,48,0
CRD-00649,2024-03-24,70,17768.0,7964.94,1,215,26142.37,4.99,24,0
CRD-00650,2024-01-23,69,10657.9,4733.71,0,213,19742.86,1.19,12,0
CRD-00651,2025-08-31,18,8774.45,8520.48,4,189,8083.33,5.06,48,0
CRD-00652,2024-07-07,28,14707.35,7148.4,1,80,20095.87,4.82,24,1
CRD-00653,2023-06-26,27,12916.93,4456.59,0,40,15189.31,2.6,24,0
CRD-00654,2025-01-07,71,13349.88,17865.33,0,66,42297.35,4.9,6,0
CRD-00655,2023-10-17,39,10955.62,6517.9,4,223,43574.2,2.69,6,0
CRD-00656,2025-12-12,62,7505.33,10875.63,0,16,23366.47,2.31,6,0
CRD-00657,2024-01-13,31,8680.79,6768.93,0,49,9884.07,1.24,24,0
CRD-00658,2024-05-21,74,10189.67,2172.91,2,39,18776.57,1.8,24,0
CRD-00659,2024-11-18,68,3481.21,2586.86,2,113,13680.78,4.98,36,0
CRD-00660,2025-07-26,55,15674.66,14890.66,3,196,17808.32,5.37,48,0
CRD-00661,2025-05-04,58,3907.41,3678.93,0,157,9369.61,1.42,24,0
CRD-00662,2023-01-10,39,4005.92,5579.51,2,227,18625.25,3.32,12,0
CRD-00663,2024-01-27,25,8112.01,5720.37,0,129,10048.29,1.92,48,0
CRD-00664,2024-09-11,31,13206.6,4885.25,0,116,27181.79,2.6,36,0
CRD-00665,2023-07-16,24,12697.77,4996.48,0,168,14895.29,5.38,24,0
CRD-00666,2023-09-02,32,8086.73,7179.83,0,64,19513.16,3.47,36,0
CRD-00667,2023-05-28,35,10173.2,11438.15,4,165,39402.28,5.3,48,1
CRD-00668,2023-06-27,55,16241.96,14994.9,1,25,16688.99,2.18,6,0
CRD-00669,2025-02-17,36,1756.71,1115.95,0,129,19374.57,1.91,24,0
CRD-00670,2025-10-09,56,2028.7,545.27,4,168,8516.85,1.73,12,0
CRD-00671,2023-10-27,75,3800.48,5630.9,0,164,35356.46,5.47,24,0
CRD-00672,2023-09-14,51,17363.67,3540.7,2,63,15710.91,5.3,18,0
CRD-00673,2023-02-06,63,1950.55,1074.31,0,158,40138.37,3.28,36,0
CRD-00674,2025-05-15,44,16078.96,2406.35,1,157,21910.53,2.66,18,0
CRD-00675,2023-12-02,20,2223.65,1949.63,0,24,34515.77,3.55,24,0
CRD-00676,2024-07-28,55,17233.38,13444.08,0,135,31116.94,3.09,6,0
CRD-00677,2025-03-12,68,4637.18,303.82,3,40,1956.54,1.33,6,0
CRD-00678,2024-10-30,46,9407.44,9693.07,5,240,13376.9,2.36,36,0
CRD-00679,2024-04-12,74,10089.03,8859.22,1,44,3589.51,1.84,18,0
CRD-00680,2023-12-24,38,16992.13,4870.76,2,54,8443.1,3.63,18,0
CRD-00681,2024-08-28,74,2017.07,1028.52,1,174,11797.91,4.11,18,0
CRD-00682,2024-07-03,21,6241.24,6511.92,0,103,35603.6,2.69,6,0
CRD-00683,2025-05-27,44,9294.16,9528.56,3,45,33350.9,2.29,36,0
CRD-00684,2023-02-04,39,15274.89,6497.66,3,93,44030.69,3.96,36,0
CRD-00685,2023-03-06,21,5450.55,4436.19,0,224,33582.43,4.39,48,0
CRD-00686,2025-01-12,63,4525.53,3339.35,0,162,39643.56,4.59,36,0
CRD-00687,2026-04-04,19,1439.25,502.39,0,207,34275.42,4.06,6,0
CRD-00688,2024-03-03,18,2209.43,1180.26,0,227,28119.42,1.98,24,0
CRD-00689,2025-03-05,26,4161.93,1331.53,5,14,31146.64,2.01,24,0
CRD-00690,2026-01-30,30,8016.89,12042.66,0,98,4976.5,1.33,6,0
CRD-00691,2024-10-10,65,1529.51,1203.43,1,31,27411.29,3.66,18,0
CRD-00692,2023-05-31,63,2166.94,2669.1,1,164,26111.45,1.23,6,0
CRD-00693,2024-04-21,28,1494.28,1997.21,2,106,34893.81,4.61,24,0
CRD-00694,2024-01-08,33,17962.56,11054.92,0,121,36150.04,2.15,48,0
CRD-00695,2025-02-09,24,17090.86,4830.09,0,238,43790.79,4.55,6,0
CRD-00696,2024-01-31,46,7987.75,4442.2,0,44,13832.49,1.84,24,0
CRD-00697,2024-11-21,26,8766.99,1541.13,0,12,17030.61,1.48,48,0
CRD-00698,2024-12-13,25,9633.44,10669.21,4,217,37748.25,4.15,18,1
CRD-00699,2023-08-25,64,10146.93,15352.42,1,181,41027.09,5.17,36,0
CRD-00700,2023-05-17,64,15706.99,3186.67,5,82,39067.0,1.6,18,0
CRD-00701,2025-05-02,22,3325.76,1675.46,2,80,44734.83,5.0,48,0
CRD-00702,2024-06-24,75,16924.87,12485.26,4,121,40390.02,4.99,6,1
CRD-00703,2026-01-16,65,12727.73,8572.7,0,232,42521.76,3.98,6,0
CRD-00704,2023-07-02,42,4588.13,282.32,0,204,4811.66,3.27,6,0
CRD-00705,2024-03-29,60,4824.52,6798.23,0,173,6356.93,2.04,36,0
CRD-00706,2025-08-20,40,11882.33,12565.14,0,8,42238.53,5.35,24,0
CRD-00707,2024-10-11,26,5708.17,556.61,1,171,35037.05,3.96,24,0
CRD-00708,2024-08-18,44,13398.45,15406.77,3,142,37039.79,1.75,18,1
CRD-00709,2023-09-08,48,4815.87,5931.07,0,170,32065.49,4.81,18,0
CRD-00710,2023-10-26,71,15968.99,17106.96,4,37,12943.97,4.41,6,1
CRD-00711,2025-05-15,34,12094.07,17373.87,3,33,33611.59,4.61,24,0
CRD-00712,2024-11-23,33,2309.91,1971.98,4,153,36555.54,1.53,18,0
CRD-00713,2025-05-19,30,16661.21,11745.86,0,17,38171.15,3.28,12,0
CRD-00714,2023-03-11,59,3035.92,2190.08,3,149,35828.97,1.14,18,0
CRD-00715,2024-08-18,65,3116.44,3493.83,0,238,29674.28,5.2,12,0
CRD-00716,2023-04-04,52,11903.42,14560.47,0,128,24814.83,4.83,24,0
CRD-00717,2025-12-15,18,10971.6,12189.18,0,192,17407.75,1.59,18,0
CRD-00718,2025-10-17,35,3167.53,3465.92,1,72,29031.68,3.25,48,0
CRD-00719,2025-09-05,60,5100.08,8047.32,3,220,27704.83,2.19,24,1
CRD-00720,2025-09-17,38,9732.59,5921.2,3,93,37781.39,1.44,6,0
CRD-00721,2023-08-25,57,5618.28,316.59,1,122,1619.52,5.11,24,0
CRD-00722,2026-03-02,64,10646.35,12026.37,0,5,33408.62,2.68,48,1
CRD-00723,2025-12-22,64,16972.19,1703.83,0,236,26016.87,3.31,12,0
CRD-00724,2023-12-19,45,7883.48,6568.96,0,53,33552.66,3.77,48,0
CRD-00725,2025-02-19,49,2974.5,2900.38,3,10,36712.41,4.27,36,1
CRD-00726,2023-04-21,69,12124.94,17378.8,0,137,44862.71,4.38,12,0
CRD-00727,2024-11-11,74,2877.9,691.4,5,211,6004.55,5.22,36,0
CRD-00728,2025-03-10,26,3865.43,5142.17,0,62,43036.24,1.92,18,0
CRD-00729,2025-05-28,29,1438.33,1610.5,3,133,38428.02,5.25,48,1
CRD-00730,2025-10-14,49,9044.19,2080.14,5,24,9175.0,4.58,12,0
CRD-00731,2023-07-27,37,3789.97,2043.17,0,180,22461.3,2.22,48,0
CRD-00732,2024-06-18,59,3907.62,3885.2,0,113,27051.2,5.04,36,0
CRD-00733,2024-11-05,26,8958.71,9024.12,1,37,15933.17,5.4,48,0
CRD-00734,2023-01-05,54,17323.64,22175.32,0,223,40748.53,4.65,18,0
CRD-00735,2024-04-03,60,7357.64,10043.17,1,126,22651.17,4.62,12,0
CRD-00736,2023-07-23,61,9510.15,7261.14,0,39,10635.69,4.28,6,0
CRD-00737,2023-05-31,31,3519.15,986.46,0,27,5307.4,5.01,6,0
CRD-00738,2024-06-16,54,3174.62,2498.13,0,196,30696.74,1.88,18,0
CRD-00739,2024-03-08,64,17247.67,23112.61,2,183,33141.15,1.56,12,1
CRD-00740,2024-10-20,73,4410.57,6073.17,4,143,22197.04,2.2,24,0
CRD-00741,2023-08-03,18,2383.29,2956.73,2,148,14254.77,3.67,36,0
CRD-00742,2023-09-11,25,17584.09,16192.81,0,133,9865.5,3.82,24,0
CRD-00743,2024-03-04,41,14941.58,17899.04,0,97,29508.0,3.37,6,0
CRD-00744,2026-01-20,67,11768.28,1947.59,0,140,14130.55,4.24,12,0
CRD-00745,2024-04-18,24,10369.18,3690.19,1,167,20145.06,4.36,12,0
CRD-00746,2025-01-20,19,14563.31,10781.95,1,148,12582.95,1.84,24,0
CRD-00747,2024-10-21,50,15614.94,22135.97,0,83,41188.72,5.14,36,0
CRD-00748,2025-11-12,53,3560.8,1306.53,0,186,5269.4,1.65,12,0
CRD-00749,2025-12-31,48,10773.2,12996.24,0,83,3361.78,5.19,36,0
CRD-00750,2025-08-09,41,17589.75,21702.9,5,132,22295.68,2.66,24,1
CRD-00751,2023-03-10,19,14184.4,2914.72,3,207,42666.86,2.05,24,0
CRD-00752,2024-03-12,32,8222.03,9090.67,0,166,40145.37,4.17,6,0
CRD-00753,2024-11-11,32,3057.83,3891.36,0,111,31605.71,5.5,6,0
CRD-00754,2024-04-16,57,11276.5,9129.63,2,216,9211.83,4.11,6,0
CRD-00755,2023-02-26,69,17544.0,1106.2,4,125,26092.85,3.97,36,0
CRD-00756,2023-09-23,27,11039.78,15595.17,3,74,44335.47,2.73,6,1
CRD-00757,2026-02-18,48,7893.15,10526.26,0,178,13996.74,2.41,12,0
CRD-00758,2023-10-03,56,3847.36,5434.67,4,16,34735.48,5.26,6,0
CRD-00759,2023-09-03,70,6965.79,9969.55,0,235,42350.26,3.85,24,0
CRD-00760,2023-02-16,38,17777.75,25868.66,2,9,28265.81,3.2,48,0
CRD-00761,2025-04-28,69,17590.04,9626.56,4,138,5163.25,3.76,48,0
CRD-00762,2026-01-08,70,5766.69,3165.0,0,181,20544.06,5.49,48,0
CRD-00763,2025-01-10,75,8824.56,4468.38,0,81,12305.26,5.18,18,0
CRD-00764,2023-12-23,64,16725.8,18101.85,0,205,44422.75,1.14,24,1
CRD-00765,2023-02-19,74,12123.41,15618.39,1,153,30836.26,1.26,18,1
CRD-00766,2025-03-04,19,15743.98,2701.34,3,90,33407.53,3.47,36,0
CRD-00767,2023-01-12,18,2597.87,1156.07,2,111,16683.29,3.38,6,0
CRD-00768,2025-08-04,68,16165.04,1745.59,0,106,12065.25,2.68,12,0
CRD-00769,2024-07-31,53,6308.47,9778.4,2,90,8331.51,2.89,36,0
CRD-00770,2023-06-20,51,11443.19,15820.21,0,35,14778.51,2.96,6,0
CRD-00771,2023-08-07,42,12964.89,12754.59,2,23,44458.13,1.59,18,0
CRD-00772,2023-02-16,24,4336.25,4638.52,0,173,5993.57,3.59,18,0
CRD-00773,2023-05-26,61,17005.38,12426.65,3,218,3922.21,3.29,18,0
CRD-00774,2023-07-27,62,9385.05,12164.22,3,185,30029.64,4.96,12,0
CRD-00775,2023-11-29,42,14296.43,4178.56,0,150,21068.64,3.18,6,0
CRD-00776,2025-10-31,66,8260.69,3665.01,0,98,27042.17,2.34,12,0
CRD-00777,2023-05-18,72,5571.5,2941.09,4,139,10874.52,3.34,12,0
CRD-00778,2025-10-06,56,15741.51,16224.91,0,191,30981.92,2.33,48,0
CRD-00779,2024-06-29,37,4008.17,3793.05,2,84,44077.68,1.51,36,0
CRD-00780,2025-02-26,66,16497.52,15534.79,0,228,1019.51,4.01,36,0
CRD-00781,2024-08-15,71,5634.14,3820.09,3,204,26437.74,3.94,36,0
CRD-00782,2025-09-04,34,9605.9,752.53,4,193,11580.6,2.85,36,0
CRD-00783,2024-12-19,24,9202.35,3395.26,1,83,11771.83,4.87,36,0
CRD-00784,2025-07-26,62,8946.0,6319.05,3,147,20529.42,3.04,24,0
CRD-00785,2023-12-02,34,13908.92,15615.71,0,31,27381.36,5.03,12,0
CRD-00786,2025-10-13,72,7085.69,7579.01,1,29,20615.94,4.9,6,0
CRD-00787,2025-02-06,45,10213.73,6131.37,2,115,14880.3,1.61,48,0
CRD-00788,2025-09-20,37,14451.49,18564.1,2,167,30454.12,5.41,18,1
CRD-00789,2024-12-28,72,14432.61,11402.86,0,212,44750.61,2.3,24,0
CRD-00790,2025-01-24,34,17081.03,2320.94,5,192,1607.61,1.48,36,0
CRD-00791,2025-07-27,26,6084.09,6338.67,2,178,28336.0,3.47,18,0
CRD-00792,2024-07-05,64,7864.75,8072.32,0,233,12606.55,4.38,18,0
CRD-00793,2024-03-07,39,13178.01,14027.57,0,214,42327.08,4.06,48,0
CRD-00794,2024-11-30,67,5906.69,1977.58,2,86,1966.2,3.59,6,0
CRD-00795,2023-10-20,54,12784.71,3820.71,4,121,6578.75,3.85,18,0
CRD-00796,2023-11-19,59,12559.37,17773.22,0,184,25345.26,5.46,24,0
CRD-00797,2024-01-19,45,14960.65,1277.92,0,109,36644.28,3.48,48,0
CRD-00798,2024-08-07,41,15927.33,7318.84,0,232,34846.11,5.33,6,0
CRD-00799,2025-09-06,67,2340.11,1865.11,3,206,5335.38,2.66,24,0
CRD-00800,2023-05-13,42,12700.67,5675.61,0,28,19367.32,2.37,12,0
CRD-00801,2023-12-22,29,17084.41,12196.68,0,219,37766.88,3.17,18,0
CRD-00802,2025-09-10,27,1998.85,1302.66,0,110,27896.77,3.43,12,0
CRD-00803,2024-09-22,55,2287.62,2489.69,0,17,9493.1,4.42,6,0
CRD-00804,2026-03-21,29,3747.56,5687.9,0,60,8660.97,5.44,18,0
CRD-00805,2024-12-22,57,11750.4,2366.38,0,179,17566.6,3.64,6,0
CRD-00806,2024-05-21,24,3358.53,3782.08,1,77,19387.42,2.26,36,1
CRD-00807,2024-12-15,23,3984.45,3053.4,1,25,12432.01,5.13,48,0
CRD-00808,2023-05-02,56,3808.41,4970.23,3,145,36761.18,4.4,24,0
CRD-00809,2024-08-17,53,17732.14,19575.63,1,65,7614.89,3.63,48,0
CRD-00810,2023-11-22,37,4849.62,3863.16,3,174,33766.66,5.49,24,0
CRD-00811,2023-04-20,18,5422.79,6318.82,0,161,25105.27,4.52,48,0
CRD-00812,2026-03-24,22,4376.56,3261.66,2,176,35845.74,5.48,24,0
CRD-00813,2023-10-26,71,4029.17,492.38,3,91,9545.76,2.97,48,0
CRD-00814,2026-02-17,66,11919.21,13077.03,2,63,31341.04,1.73,48,0
CRD-00815,2024-07-03,23,9491.11,13494.77,2,226,30237.59,3.61,12,0
CRD-00816,2026-01-07,57,15593.5,24164.63,0,130,22351.61,2.23,6,0
CRD-00817,2025-02-11,68,2263.35,176.36,0,224,38676.31,1.83,24,0
CRD-00818,2025-11-18,19,6604.03,8875.94,0,191,14800.07,2.07,18,1
CRD-00819,2023-10-03,69,1735.12,295.17,3,118,36410.77,3.59,18,0
CRD-00820,2025-12-19,36,5539.25,6188.11,0,238,8757.43,2.7,36,0
CRD-00821,2023-05-10,19,7967.92,10283.11,0,21,26543.84,2.73,6,0
CRD-00822,2023-07-07,48,13339.98,11236.18,0,114,38075.82,5.3,6,0
CRD-00823,2024-01-26,46,12927.14,15151.18,2,171,31433.01,2.31,18,1
CRD-00824,2025-06-30,31,8286.56,770.99,0,60,1101.08,5.25,12,0
CRD-00825,2023-01-12,74,15241.38,12127.03,1,12,4487.49,5.0,18,1
CRD-00826,2023-11-20,28,10790.3,7459.16,0,205,44093.57,3.81,48,0
CRD-00827,2024-11-16,62,12642.64,5748.22,5,107,4218.67,3.41,36,0
CRD-00828,2024-07-08,52,8477.51,5717.51,0,167,14638.68,1.47,48,0
CRD-00829,2023-03-05,20,2087.67,999.91,0,17,37488.22,4.23,18,0
CRD-00830,2026-03-17,57,7026.77,1254.3,0,63,41584.4,4.21,48,0
CRD-00831,2024-07-15,66,8146.98,10895.11,0,104,27338.8,1.94,24,0
CRD-00832,2024-11-11,38,17945.05,17779.5,0,217,15268.19,5.12,24,0
CRD-00833,2023-04-27,74,7208.96,9717.38,0,80,18511.44,2.25,18,0
CRD-00834,2024-11-22,74,12404.55,13930.13,0,29,35291.93,4.44,6,0
CRD-00835,2026-02-16,24,13662.92,4058.0,2,28,35865.38,2.42,24,0
CRD-00836,2024-11-07,49,2321.58,3586.82,0,20,25884.49,4.05,6,0
CRD-00837,2023-04-06,64,10640.52,7153.78,2,98,38382.28,2.53,18,0
CRD-00838,2024-06-17,65,2917.38,1497.92,5,192,6873.03,5.38,24,0
CRD-00839,2023-05-13,25,9595.17,9836.89,1,16,31739.01,4.83,12,0
CRD-00840,2024-05-31,46,8675.03,7315.54,0,198,39783.8,2.91,6,0
CRD-00841,2023-11-03,18,6269.02,2789.21,0,145,30205.54,1.61,24,0
CRD-00842,2023-06-09,32,17599.12,18869.27,0,168,1268.95,2.99,24,0
CRD-00843,2025-08-15,65,7375.12,5769.06,1,58,27141.8,3.96,6,0
CRD-00844,2023-03-01,45,12740.63,6815.96,0,118,35427.52,2.52,6,0
CRD-00845,2026-01-04,18,2733.44,3660.5,0,194,43299.95,4.23,24,0
CRD-00846,2025-06-13,58,16548.99,15027.73,0,73,43847.2,2.7,24,0
CRD-00847,2023-11-23,29,16688.22,13307.84,0,110,22374.2,4.13,36,0
CRD-00848,2023-11-06,28,14011.41,7202.69,3,67,9874.33,5.28,24,0
CRD-00849,2025-08-07,35,17204.11,20735.24,1,137,10614.52,2.96,48,0
CRD-00850,2026-04-11,69,2302.79,1985.03,1,44,31164.25,1.3,18,0
CRD-00851,2026-01-09,29,12822.02,13123.05,2,152,33265.54,3.45,48,1
CRD-00852,2023-07-16,73,14251.86,8272.85,0,34,3488.6,2.05,36,0
CRD-00853,2025-04-06,28,10359.3,2905.98,0,169,2501.03,1.41,48,0
CRD-00854,2024-11-21,74,2184.61,2322.99,2,118,3552.28,5.07,36,0
CRD-00855,2025-04-26,54,3153.11,760.02,0,97,34094.85,3.02,24,0
CRD-00856,2025-03-01,21,15940.94,24721.6,1,102,41627.18,4.38,12,0
CRD-00857,2023-05-05,29,14357.1,6135.9,3,132,22377.41,5.17,18,0
CRD-00858,2023-02-07,53,15893.32,9652.96,2,234,1667.21,3.8,24,0
CRD-00859,2026-01-02,58,15001.72,19872.08,4,221,25500.98,5.11,18,0
CRD-00860,2026-01-10,36,16207.77,19769.22,5,164,997.39,2.81,12,1
CRD-00861,2024-07-20,32,15537.39,18965.44,2,60,42995.77,4.43,48,0
CRD-00862,2025-10-13,42,14878.02,20035.33,2,1,32134.28,3.78,18,0
CRD-00863,2024-08-01,57,10782.86,14730.85,0,96,28372.79,1.12,6,0
CRD-00864,2023-01-31,59,11948.51,18139.97,2,211,11522.08,2.26,36,1
CRD-00865,2023-01-09,67,10977.37,3267.95,0,68,17080.11,5.49,6,0
CRD-00866,2024-11-02,39,6722.65,6906.82,0,219,6027.46,3.84,18,0
CRD-00867,2024-09-21,28,9404.47,13631.78,0,1,24753.71,1.89,36,1
CRD-00868,2023-01-27,26,4132.53,2291.61,0,42,16025.77,2.08,36,0
CRD-00869,2024-06-01,23,7388.09,4029.35,0,15,5974.33,2.55,24,0
CRD-00870,2023-09-08,73,10577.44,8299.84,2,199,16072.27,4.27,36,0
CRD-00871,2023-07-09,24,13786.49,3261.39,1,69,4680.46,1.21,12,0
CRD-00872,2024-07-16,41,1766.29,2040.84,3,127,12216.47,5.17,6,0
CRD-00873,2025-08-26,57,6898.26,6551.55,4,55,10359.11,4.5,12,0
CRD-00874,2025-11-12,57,14424.26,9276.89,1,235,26609.07,3.07,12,0
CRD-00875,2025-02-07,41,2097.9,3147.47,1,46,38404.08,3.75,24,0
CRD-00876,2023-09-10,31,4698.33,6142.4,0,39,14133.79,4.68,36,0
CRD-00877,2026-03-08,45,15432.28,15497.98,0,81,24455.94,4.68,24,0
CRD-00878,2024-02-04,37,11004.8,15383.97,0,54,43582.11,2.64,48,1
CRD-00879,2026-02-04,41,17480.89,19650.7,1,203,13173.72,5.29,6,0
CRD-00880,2023-08-09,57,13918.85,13287.94,5,235,13774.74,4.19,36,0
CRD-00881,2023-09-21,35,11010.37,15524.42,2,62,43927.31,4.44,12,0
CRD-00882,2024-05-05,54,14853.47,5581.88,2,178,23702.07,3.88,24,0
CRD-00883,2023-02-03,19,1467.52,403.6,0,186,32345.85,1.78,18,0
CRD-00884,2025-08-15,49,5469.64,7352.92,4,238,17575.42,3.37,48,1
CRD-00885,2025-05-07,30,3937.01,458.18,0,81,21867.13,3.33,24,0
CRD-00886,2026-02-10,27,9757.53,5886.05,5,125,9354.12,1.35,12,0
CRD-00887,2026-04-04,36,4552.46,6256.85,1,8,4926.85,4.61,24,0
CRD-00888,2023-10-11,54,9699.75,9970.39,0,26,23944.8,5.16,36,0
CRD-00889,2025-07-31,61,12359.79,17405.15,1,231,19100.08,1.93,12,0
CRD-00890,2023-01-29,74,9791.07,10356.66,3,140,42676.58,2.8,24,0
CRD-00891,2023-04-07,73,15568.42,12945.26,4,17,39485.77,1.8,12,0
CRD-00892,2026-01-23,61,7533.46,6732.37,0,83,23058.26,1.2,24,0
CRD-00893,2025-06-25,25,11306.59,3312.98,0,171,27812.67,4.56,6,1
CRD-00894,2024-12-09,34,10656.32,9306.35,0,186,993.8,3.5,18,0
CRD-00895,2024-07-10,52,16478.26,26009.64,1,12,42530.23,4.61,12,0
CRD-00896,2023-10-05,29,4593.8,3195.17,2,139,17469.88,4.15,6,0
CRD-00897,2025-04-29,38,4994.75,5436.52,0,8,19468.18,2.96,48,0
CRD-00898,2025-10-18,18,11456.95,10836.44,1,78,10637.61,1.21,48,0
CRD-00899,2024-05-08,26,4913.35,4236.58,4,165,35096.61,4.21,24,0
CRD-00900,2024-11-14,38,13600.22,19114.61,1,6,13500.04,5.04,24,0
CRD-00901,2024-08-04,25,10372.51,10753.55,0,188,20230.71,4.24,24,0
CRD-00902,2024-05-31,71,12499.68,8136.43,0,124,27063.66,2.31,6,0
CRD-00903,2025-09-05,26,9646.56,8625.53,0,185,36478.25,2.65,6,0
CRD-00904,2025-04-01,18,10162.76,13502.4,4,113,23821.73,4.25,6,1
CRD-00905,2025-09-21,38,6912.08,5156.29,0,99,6940.02,3.74,24,0
CRD-00906,2024-11-15,45,7092.88,1731.25,4,170,38548.41,1.76,24,0
CRD-00907,2025-05-10,35,8943.32,8904.91,1,15,44733.73,1.81,6,0
CRD-00908,2023-12-02,32,8595.35,742.47,0,199,12282.47,2.1,36,0
CRD-00909,2026-01-03,56,8158.77,7205.8,0,61,28033.75,4.64,36,0
CRD-00910,2025-05-12,44,7878.6,2288.42,1,65,19505.69,3.3,24,0
CRD-00911,2023-04-17,37,17717.08,2544.41,0,96,22777.9,3.92,12,0
CRD-00912,2023-10-26,58,9544.17,14176.78,2,214,34923.46,1.81,18,0
CRD-00913,2024-08-07,58,1467.51,980.48,0,20,7370.15,2.98,6,0
CRD-00914,2023-06-21,56,11118.82,8034.53,0,201,2402.67,5.09,6,1
CRD-00915,2024-09-28,33,8532.85,5130.02,1,224,15079.92,2.6,6,0
CRD-00916,2025-10-02,73,2307.67,1812.87,0,69,38556.15,1.67,48,0
CRD-00917,2023-09-25,61,12868.62,16688.17,0,166,14713.78,4.71,36,0
CRD-00918,2024-02-11,44,10872.14,16282.12,0,239,37244.23,1.35,24,0
CRD-00919,2023-05-02,61,7600.37,9499.69,0,227,5484.65,4.4,48,0
CRD-00920,2024-06-01,27,8106.67,11810.6,3,209,22665.2,2.04,18,1
CRD-00921,2024-06-10,71,1956.52,165.9,0,38,44060.56,5.47,36,0
CRD-00922,2024-12-30,38,12129.57,14947.49,0,36,41358.52,4.06,12,1
CRD-00923,2023-01-31,41,6121.84,8739.45,1,68,4315.31,5.48,48,0
CRD-00924,2025-10-17,56,10912.02,6505.23,2,232,42963.34,3.46,48,0
CRD-00925,2023-05-23,74,16344.35,13320.53,0,239,33453.88,1.36,18,0
CRD-00926,2024-04-12,73,4116.6,5242.55,1,201,37951.23,1.82,6,1
CRD-00927,2023-10-02,49,8029.48,12118.14,2,6,41034.8,2.18,24,0
CRD-00928,2023-10-25,37,13101.47,6643.94,2,59,10873.24,4.26,18,0
CRD-00929,2024-08-01,21,12673.15,10952.33,4,235,22850.77,3.93,18,0
CRD-00930,2025-03-16,57,17952.14,25886.46,4,34,12372.8,3.9,24,0
CRD-00931,2023-07-30,18,3895.64,5435.08,2,131,10130.15,4.5,24,0
CRD-00932,2025-06-24,36,8881.33,12804.48,1,20,1762.82,3.72,12,0
CRD-00933,2023-09-06,26,11585.9,3543.17,1,17,17563.75,2.24,24,0
CRD-00934,2024-01-04,55,7301.23,4310.74,1,199,3023.82,5.15,6,0
CRD-00935,2025-12-18,32,1429.3,1496.54,0,147,25900.11,2.69,18,0
CRD-00936,2024-04-01,34,12663.88,7517.95,0,30,29559.01,5.47,18,0
CRD-00937,2024-03-19,64,2327.51,3252.02,1,132,34930.02,2.92,12,1
CRD-00938,2024-07-05,57,11209.29,11164.95,0,83,42036.7,3.48,6,0
CRD-00939,2023-05-31,68,13724.28,5137.96,1,214,6259.23,3.4,6,0
CRD-00940,2024-06-21,53,4429.3,2339.91,0,169,23380.26,2.51,36,0
CRD-00941,2023-02-27,57,11088.16,13740.26,1,117,3091.74,1.36,18,0
CRD-00942,2024-01-15,29,17120.23,20002.87,1,239,6552.43,4.04,18,0
CRD-00943,2023-11-10,67,13248.99,18601.06,3,52,6546.08,2.57,24,1
CRD-00944,2024-05-09,51,11465.71,1507.67,2,11,22071.85,3.83,24,0
CRD-00945,2025-06-09,30,9610.89,5378.81,2,167,9233.86,3.69,24,0
CRD-00946,2026-04-15,32,10790.83,2359.92,0,93,13048.29,1.57,36,0
CRD-00947,2023-10-28,19,16580.38,12454.85,2,146,7589.65,1.83,6,0
CRD-00948,2025-09-13,46,8362.2,12315.9,0,155,32778.66,2.48,36,0
CRD-00949,2024-01-31,22,15197.5,24172.27,4,93,29210.9,4.33,48,0
CRD-00950,2025-10-10,42,8803.11,13276.94,0,204,30199.28,3.92,6,0
CRD-00951,2023-10-19,19,11629.93,8207.04,0,119,17572.13,3.87,6,0
CRD-00952,2024-12-31,70,14445.87,4563.04,1,79,30100.7,4.49,36,0
CRD-00953,2023-09-14,32,12527.4,15293.13,3,15,34765.48,2.64,36,0
CRD-00954,2023-01-06,31,16298.08,2164.08,1,108,9343.02,3.8,24,0
CRD-00955,2026-03-24,61,15255.77,9821.18,1,44,33074.16,3.16,12,0
CRD-00956,2024-01-19,50,13168.03,19548.75,0,173,38040.45,2.79,48,0
CRD-00957,2024-06-16,31,11542.96,6253.42,0,192,39774.29,1.82,36,0
CRD-00958,2023-07-18,59,9567.19,13220.22,0,84,20516.12,1.95,18,0
CRD-00959,2025-02-08,38,5568.19,5531.98,2,205,5884.85,4.21,48,0
CRD-00960,2024-02-19,18,10939.84,17032.4,2,99,8570.83,2.26,36,0
CRD-00961,2024-12-27,32,17134.39,19887.75,0,127,20546.6,4.03,48,0
CRD-00962,2026-01-14,23,11960.36,10385.31,0,114,3398.61,4.07,48,0
CRD-00963,2023-09-25,48,16470.83,20999.92,4,23,29663.94,3.01,18,0
CRD-00964,2023-06-08,69,11012.26,5225.62,3,96,19109.89,5.29,24,0
CRD-00965,2024-07-07,18,13488.09,15022.5,2,24,32620.48,1.34,6,0
CRD-00966,2025-08-03,72,1416.75,477.9,1,88,20849.2,4.16,48,0
CRD-00967,2023-10-13,48,15443.47,20823.25,0,191,21042.78,1.95,24,0
CRD-00968,2023-02-13,69,17570.92,3155.09,0,1,19948.35,2.53,48,0
CRD-00969,2024-01-16,62,3921.39,1677.09,1,77,40191.06,2.98,24,0
CRD-00970,2024-03-27,75,11965.37,16618.85,3,215,17384.16,4.77,24,0
